Bangwela  Wednesday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Bangwela  Wednesday
17:00  -  17:14,135149958,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,18:00  -  18:14,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:15  -  11:29,135149958,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,18:00  -  18:14,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,135149958,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,18:00  -  18:14,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,135149958,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,18:00  -  18:14,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:00  -  11:14,135149958,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,18:00  -  18:14,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,135149958,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,18:00  -  18:14,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:30  -  10:44,135149958,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,18:00  -  18:14,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,135149958,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,18:00  -  18:14,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,135074059,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"18:00  -  18:14,18:30  -  18:44,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,135074059,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"18:00  -  18:14,18:30  -  18:44,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:30  -  18:44,135074059,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"18:00  -  18:14,18:30  -  18:44,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135081112,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,15 – 18,"20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:00  -  11:14,135117569,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,45+,"11:00  -  11:14,15:00  -  15:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:00  -  15:14,135117569,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,45+,"11:00  -  11:14,15:00  -  15:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,135117569,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,45+,"11:00  -  11:14,15:00  -  15:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135149862,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"19:00  -  19:14,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,135149862,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"19:00  -  19:14,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:00  -  7:14,135082283,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"7:00  -  7:14,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135082283,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"7:00  -  7:14,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:00  -  14:14,134582609,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"14:00  -  14:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134585200,Luapula,Samfya,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,134586700,Luapula,Samfya,Urban,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134586700,Luapula,Samfya,Urban,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,134586700,Luapula,Samfya,Urban,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134586700,Luapula,Samfya,Urban,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,134586700,Luapula,Samfya,Urban,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:00  -  9:14,134586701,Luapula,Samfya,Urban,Female,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:30  -  8:44,134586701,Luapula,Samfya,Urban,Female,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:45  -  8:59,134586701,Luapula,Samfya,Urban,Female,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134586701,Luapula,Samfya,Urban,Female,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:00  -  8:14,134586701,Luapula,Samfya,Urban,Female,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:15  -  8:29,134586701,Luapula,Samfya,Urban,Female,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134586701,Luapula,Samfya,Urban,Female,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134586701,Luapula,Samfya,Urban,Female,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134586701,Luapula,Samfya,Urban,Female,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:15  -  12:29,134587082,Luapula,Samfya,Urban,Male,3,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"12:15  -  12:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134590022,Luapula,Samfya,Urban,Male,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,45+,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134590022,Luapula,Samfya,Urban,Male,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,45+,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134590022,Luapula,Samfya,Urban,Male,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,45+,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134590022,Luapula,Samfya,Urban,Male,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,45+,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134590022,Luapula,Samfya,Urban,Male,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,45+,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135074062,Luapula,Samfya,Rural,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:15  -  15:29,135082282,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:45  -  14:59,135082282,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:00  -  15:14,135082282,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:30  -  15:44,135082282,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:30  -  14:44,135082282,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:00  -  14:14,135082282,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:15  -  14:29,135082282,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,135149860,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34,"19:45  -  19:59,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135149860,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34,"19:45  -  19:59,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135149859,Luapula,Samfya,Urban,Female,1,,D,Secondary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34,"20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,135142314,Luapula,Samfya,Urban,Male,1,,D,No formal education,Christian,Not employed,D,"K 1675- K2,499",,45+,"19:00  -  19:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,135142313,Luapula,Samfya,Urban,Male,1,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,135149858,Luapula,Samfya,Urban,Male,2,,D,Primary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,135149863,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,"K 1675- K2,499",,19 – 24,"19:00  -  19:14,19:45  -  19:59,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,135149863,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,"K 1675- K2,499",,19 – 24,"19:00  -  19:14,19:45  -  19:59,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,135149863,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,"K 1675- K2,499",,19 – 24,"19:00  -  19:14,19:45  -  19:59,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,135074057,Luapula,Samfya,Rural,Female,3,,D,Secondary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,135074057,Luapula,Samfya,Rural,Female,3,,D,Secondary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,135074057,Luapula,Samfya,Rural,Female,3,,D,Secondary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,134909491,Luapula,Mansa,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,"K 1675- K2,499",,25 – 34,"10:00  -  10:14,12:00  -  12:14,12:45  -  12:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
