Rise analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Rise
18:15  -  18:29,60753405,Copperbelt,Chingola,Rural,Female,2,None,C2,Some primary school,Roman Catholic,Housewife,Do not know,Do not know,No,45+,",,,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,"
18:45  -  18:59,60753405,Copperbelt,Chingola,Rural,Female,2,None,C2,Some primary school,Roman Catholic,Housewife,Do not know,Do not know,No,45+,",,,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,"
19:45  -  19:59,60753405,Copperbelt,Chingola,Rural,Female,2,None,C2,Some primary school,Roman Catholic,Housewife,Do not know,Do not know,No,45+,",,,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,"
19:00  -  19:14,60753405,Copperbelt,Chingola,Rural,Female,2,None,C2,Some primary school,Roman Catholic,Housewife,Do not know,Do not know,No,45+,",,,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,"
18:00  -  18:14,60753405,Copperbelt,Chingola,Rural,Female,2,None,C2,Some primary school,Roman Catholic,Housewife,Do not know,Do not know,No,45+,",,,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,"
19:15  -  19:29,60753405,Copperbelt,Chingola,Rural,Female,2,None,C2,Some primary school,Roman Catholic,Housewife,Do not know,Do not know,No,45+,",,,,,,,,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,"
7:15  -  7:29,60781397,Copperbelt,Chingola,Urban,Female,1,None,C1,Some university,Other Christian,Working Full-Time,Do not know,Do not know,Yes,45+,",,,,,,,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,"
7:45  -  7:59,60781397,Copperbelt,Chingola,Urban,Female,1,None,C1,Some university,Other Christian,Working Full-Time,Do not know,Do not know,Yes,45+,",,,,,,,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,"
7:30  -  7:44,60781397,Copperbelt,Chingola,Urban,Female,1,None,C1,Some university,Other Christian,Working Full-Time,Do not know,Do not know,Yes,45+,",,,,,,,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,"
7:00  -  7:14,60781397,Copperbelt,Chingola,Urban,Female,1,None,C1,Some university,Other Christian,Working Full-Time,Do not know,Do not know,Yes,45+,",,,,,,,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,"
8:00  -  8:14,60781397,Copperbelt,Chingola,Urban,Female,1,None,C1,Some university,Other Christian,Working Full-Time,Do not know,Do not know,Yes,45+,",,,,,,,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,"
20:30  -  20:44,60785657,Copperbelt,Chingola,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],Do not know,Do not know,Yes,25 – 34,",,,,,,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,"
20:45  -  20:59,60785657,Copperbelt,Chingola,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],Do not know,Do not know,Yes,25 – 34,",,,,,,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,"
20:00  -  20:14,60785657,Copperbelt,Chingola,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],Do not know,Do not know,Yes,25 – 34,",,,,,,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,"
20:15  -  20:29,60785657,Copperbelt,Chingola,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],Do not know,Do not know,Yes,25 – 34,",,,,,,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,"
11:00  -  11:14,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,,,,,,"
9:30  -  9:44,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,,,,,,"
9:45  -  9:59,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,,,,,,"
10:00  -  10:14,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,,,,,,"
11:30  -  11:44,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,,,,,,"
9:15  -  9:29,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,,,,,,"
10:15  -  10:29,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,,,,,,"
10:30  -  10:44,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,,,,,,"
10:45  -  10:59,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,,,,,,"
11:15  -  11:29,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,,,,,,"
11:45  -  11:59,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,,,,,,"
9:00  -  9:14,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,,,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,,,,,,"
17:00  -  17:14,60848526,Copperbelt,Chingola,Urban,Female,0,None,C1,Primary school completed,Other Christian,Self employed,D,K 850-K 1674,Yes,35 – 44,",,,,,,,,,,,,,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,"
18:15  -  18:29,60848526,Copperbelt,Chingola,Urban,Female,0,None,C1,Primary school completed,Other Christian,Self employed,D,K 850-K 1674,Yes,35 – 44,",,,,,,,,,,,,,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,"
18:30  -  18:44,60848526,Copperbelt,Chingola,Urban,Female,0,None,C1,Primary school completed,Other Christian,Self employed,D,K 850-K 1674,Yes,35 – 44,",,,,,,,,,,,,,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,"
18:45  -  18:59,60848526,Copperbelt,Chingola,Urban,Female,0,None,C1,Primary school completed,Other Christian,Self employed,D,K 850-K 1674,Yes,35 – 44,",,,,,,,,,,,,,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,"
18:00  -  18:14,60848526,Copperbelt,Chingola,Urban,Female,0,None,C1,Primary school completed,Other Christian,Self employed,D,K 850-K 1674,Yes,35 – 44,",,,,,,,,,,,,,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,"
17:30  -  17:44,60848526,Copperbelt,Chingola,Urban,Female,0,None,C1,Primary school completed,Other Christian,Self employed,D,K 850-K 1674,Yes,35 – 44,",,,,,,,,,,,,,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,"
17:45  -  17:59,60848526,Copperbelt,Chingola,Urban,Female,0,None,C1,Primary school completed,Other Christian,Self employed,D,K 850-K 1674,Yes,35 – 44,",,,,,,,,,,,,,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,"
17:15  -  17:29,60848526,Copperbelt,Chingola,Urban,Female,0,None,C1,Primary school completed,Other Christian,Self employed,D,K 850-K 1674,Yes,35 – 44,",,,,,,,,,,,,,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,"
