SbjNum,Large Billboards(pic of Super Sign),Internally illuminated sign (pic of Citilite),Building wrap/construction site wrap,On sides of vehicles,Billboards at airports,(Inside & Outside),Inside buses,Outside of buses,On bus shelters,Street Pole adverts,Street Furniture-Roadstars,Dustbins/Litterbins,Inside a store/ shop,Suburban signs,Inside trains,On shopping trolleys,Neon sign,Digital Billboard,Large Billboards(pic of Super Sign),Internally illuminated sign (pic of Citilite),Building wrap/construction site wrap,On sides of vehicles,Billboards at airports,(Inside & Outside),Inside buses,Outside of buses,On bus shelters,Street Pole adverts,Street Furniture-Roadstars,Dustbins/Litterbins,Inside a store/ shop,Suburban signs,Inside trains,On shopping trolleys,Neon sign,Digital Billboard,Billboards make the environment look colourful,I trust a brand/product that is advertised on a billboard,I’m more likely to buy a brand/product that is advertised on a billboard,I find brand/product information on a billboard useful,Billboards too close to each other make the environment look cluttered or messy,I remember the billboard adverts when I see the product/brand on the shelf in a store
60678811,Past 4 Weeks,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Longer Ago,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,go tv,,,mtn,,,nil,,,campaign material,,,colgate,,,,,nil,Agree,Agree,Disagree,Disagree,Agree,Disagree
60678812,Yesterday,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Yesterday,Not seen,Longer Ago,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Longer Ago,Yesterday,mobile monsters,,,shoprite,,,,boom,,campaign posters,,,mtn,,,,nil,nil,Agree,Agree,Agree,Agree,Strongly Agree,Agree
60678813,Past 4 Weeks,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Yesterday,Not seen,Past 3 months,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Past 3 months,mobile coty,,,nil,,,,bullet,,campaign posters,,,airtel,,,,,nil,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree
60678814,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Past 4 Weeks,Yesterday,Not seen,Longer Ago,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Longer Ago,,,,zambeef,,,nil,boom,,nil,,,airtel,,,,,nil,Agree,DK (DON’T READ),Disagree,DK (DON’T READ),Agree,Disagree
60679397,Not seen,Not seen,Yesterday,Past 7 Days,Not seen,Yesterday,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,China jxans,Ministry of education,,Shoprite Lower prices,,Kapena bus services,,,,,,,,,,,Strongly Agree,Agree,Agree,Agree,Disagree,Agree
60679465,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree
60679466,Past 7 Days,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Longer Ago,Not seen,Not seen,Election and welcome to Nakonda and Zambeef macro,nil,,,,,,,nil,,,,,,nil,nil,,,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
60679467,Longer Ago,Not seen,Past 3 months,Yesterday,Not seen,Not seen,Past 4 Weeks,Past 7 Days,Past 7 Days,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Not seen,Not seen,Not seen,Not seen,Longer Ago,Edgar Lungu,,Business,Nil,,,Nil,nil,The names of the bus and time,Job opportunity,nil,For council,Nil,,,,,nil,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
60680735,Longer Ago,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Barclays,,Barclays,,,,,Zambia sugar,,airtel,can't remember,,mrn,,,,,,Agree,Strongly Agree,Agree,Agree,Agree,Agree
60680736,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,airtel,,,,,,,mtn,,,,,,,,,,,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree
60681500,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Mtn (Ruff Kid),,,,,,,,,Traditional healers,,,,,,,,Phones,Agree,Agree,Agree,Agree,Agree,Agree
60681501,Past 7 Days,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Mtn,,Roads construction,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60681502,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Mtn and FNB,,,,,,,,,house for rent,,,,,,,,Airtel,Agree,Agree,Agree,Agree,Agree,Agree
60681503,Yesterday,Yesterday,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,"FNB,Cars",shops,mine plant extensions,,,,,,,House for rent,,,,,,,,Airtel Chaopena,Agree,Agree,Agree,Agree,Agree,Agree
60681504,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Banks FNB,Shops,,,,,,,,house for sale,,,"Colgate,Polish",,,,,Airtel,Agree,Agree,Agree,Agree,Agree,Agree
60683147,Past 7 Days,Not seen,Not seen,Yesterday,Not seen,Yesterday,Not seen,Yesterday,Not seen,Not seen,Not seen,Yesterday,Yesterday,Not seen,Not seen,Yesterday,Not seen,Not seen,Zanaco Xpress App,,,Ministry of health,,Bata store discount,,Zambia-Malawi,,,,Keep chipata clean,Mtn mobile money,,,Shoprite Lower prices,,,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree
60683877,Past 7 Days,Not seen,Not seen,Not seen,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Vote for Edgar,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Strongly Agree,Agree
60683880,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Past 7 Days,,,,,,,,,,,,,,,,Choppies,,Shoprite,Strongly Agree,Agree,Agree,Agree,Agree,Agree
60683881,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,,,,,,,,,,,,,,,,,,President Edgar Lungu,Strongly Agree,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),Disagree,Agree
60683882,Past 3 months,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,MTN,,,,,,,,,,,,,,,,,,Agree,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),Agree,Agree
60683883,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Past 3 months,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Yesterday,,,,,,,,Trade Kings,Shoprite,mobile city,,,,,,Shoprite,,,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly Agree
60683884,Yesterday,Yesterday,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Past 3 months,Past 3 months,Past 3 months,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Shoprite,Zamtel,,KNC,,,,"Zamtel ,MTN and Airtel","Zamtel, MTN and Airtel",Church and Entertainment events,,,,,,,,Zamtel and Shoprite,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree
60685300,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
60685301,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,DK (DON’T READ),DK (DON’T READ),Strongly Disagree,Strongly Disagree,Strongly Disagree
60685302,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
60685303,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
60685304,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,soche,,,,,,,,,,,,,,,,,,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree
60685305,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Strongly Disagree,DK (DON’T READ),Disagree,Strongly Disagree
60685306,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
60685307,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
60685545,Longer Ago,Not seen,Not seen,Yesterday,Not seen,Past 7 Days,Not seen,Yesterday,Past 7 Days,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,FnB Chipata,,,Saint Monica's secondary,,Mtn money,,Johabie transport services,City Mobile suppilers,,,,Samsung Mobile phone,,,,,,Agree,Strongly Agree,Agree,Agree,Disagree,Agree
60685719,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 3 months,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 4 Weeks,Longer Ago,Past 4 Weeks,Longer Ago,Past 4 Weeks,Past 4 Weeks,Past 7 Days,mtn mobile money,can't remember,hospital construction,nestie cremora,can't remember,can't remember,Amazon Chelsea biscuits,Zamtel,just drink,top star,Airtel,keep Lusaka clean,super multi insects,can't remember,can't remember,game,can't remember,zanaco app,Agree,Agree,DK (DON’T READ),Agree,Agree,Agree
60685720,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Past 3 months,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Past 7 Days,Past 4 Weeks,Longer Ago,Past 4 Weeks,Past 3 months,Past 4 Weeks,sumsung touch screen tv,can't remember,hospital,no smoking,can't remember,can't remember,keep Zambia,thunder light,gotv,speed pay,zoona,,zoona,can't remember,can't remember,game (in game store),can't remember,Zamtel mobile money,Agree,Agree,Agree,Agree,Agree,Agree
60685721,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 3 months,Longer Ago,Longer Ago,Longer Ago,Past 7 Days,zanaco,can't remember,pick n pay,trade king (boom soap),can't remember,can't remember,kambani (R.T.S.A),Amazon sweets,zambeef,Airtel soche,dstv,can't remember,sta soft,can't remember,can't remember,chappies,can't remember,sunlight (soap),Agree,Agree,Agree,Agree,Disagree,Agree
60685722,Past 7 Days,Past 3 months,Past 7 Days,Past 7 Days,Past 7 Days,Past 3 months,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Longer Ago,Past 4 Weeks,Past 4 Weeks,Past 7 Days,can't remember,can't remember,hospital,zoona,can't remember,can't remember,nil,trade kings drinks,zoona,mtn mobile money,Airtel mobile Money,keep Zambia clean,trade kings boom soap,nil,no smoking,shoprite,nil,pepsi,Agree,Agree,Agree,Agree,Agree,Agree
60685770,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Longer Ago,Longer Ago,Past 4 Weeks,Past 3 months,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 3 months,Longer Ago,Past 7 Days,Past 4 Weeks,Past 7 Days,Apple max,can't remember,can't remember,super maheu,can't remember,,,,mtn 4g,airtel soche,eat em all biscuits,keep lusaka clean,go tv /dstv payment,can't remember,can't remember,shoprite,can't remember,mtn 4g,Agree,Agree,Agree,Agree,Agree,Agree
60685771,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 3 months,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Not seen,Past 4 Weeks,Past 4 Weeks,Past 7 Days,mtn 4g,can't remember,hospital,shoprite,Zambia airport,welcome to livingstone,no smoking,trade kings (boom soap),mtn mobile money,airtel soche,coca cola,keep lusaka clean,zamte mobile money,Madison insurance,,coca cola,casino,zanana,Agree,Agree,Agree,Agree,Disagree,Agree
60685772,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Longer Ago,Past 4 Weeks,Past 7 Days,Past 7 Days,mtn 4g,can't remember,can't remember,lusaka beer,can't remember,welcome to Zambia,no smoking,Madison insurance,zamtel,airtel mobile money,eat-em-all biscuit,keep lusaka clean,zoona,can't remember,can't remember,shoprite,stanbic bank,dstv,Agree,Agree,Agree,Agree,Agree,Agree
60687020,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,,,,Save the children.,,,,Kobi transport,,,,,Mtn money,,,,,,Agree,Agree,Agree,Strongly Agree,Disagree,Agree
60688035,Past 7 Days,Longer Ago,Not seen,Longer Ago,Not seen,Not seen,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Yesterday,Longer Ago,Past 3 months,Longer Ago,Longer Ago,Past 3 months,Zesco,airtel,,can't remember,,,can't remember,Zambia -malawi,mtn,can't remember,can't remember,can't remember,airtel,can't remember,can't remember,can't remember,can't remember,ZANACO,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree
60688036,Past 4 Weeks,Longer Ago,Longer Ago,Longer Ago,Not seen,Past 3 months,Past 3 months,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Past 7 Days,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,MTN,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Strongly Agree
60688037,Past 7 Days,Longer Ago,Longer Ago,Past 4 Weeks,Not seen,Not seen,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Not seen,Not seen,Longer Ago,Yesterday,Not seen,Not seen,Not seen,Past 4 Weeks,Past 7 Days,zampost,mtn,can't remember,airtel money,,,zambeef,joda,can't remember v,,,,,,,,,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree
60688038,Yesterday,Past 3 months,Longer Ago,Longer Ago,Longer Ago,Past 3 months,Longer Ago,Past 3 months,Longer Ago,Not seen,Not seen,Past 3 months,Longer Ago,Longer Ago,Not seen,Longer Ago,Longer Ago,Longer Ago,Zesco,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree
60688039,Past 7 Days,Not seen,Not seen,Longer Ago,Not seen,Not seen,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,zambeef,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree
60688040,Past 7 Days,Longer Ago,Not seen,Longer Ago,Not seen,Not seen,Longer Ago,Longer Ago,Past 3 months,Longer Ago,Longer Ago,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Longer Ago,MTN,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Agree,Disagree,Agree
60688170,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,Airtel money,,Pesengo tour and travel,,,,,Budget store with Lower prices.,,,,,,Strongly Agree,Agree,Agree,Agree,Disagree,Agree
60688783,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Edgar  lungu,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60688784,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,council  hospital,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60688785,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Strongly Agree,Agree,Agree,Disagree
60688786,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60688787,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,tiles,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60688913,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,zamtel poster,,,,,,,,,zanaco,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60688914,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Coca cola,,,,,,,,Pepsi,Top star,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60689747,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Past 7 Days,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Hybrid chickens,,,,,,,boom powder,,cec  liquid,,mtn,,,,,,pick n pay promotions,Agree,Agree,Agree,Agree,Agree,Agree
60689748,Yesterday,Past 7 Days,Past 7 Days,Past 4 Weeks,Not seen,Not seen,Not seen,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Not seen,Past 7 Days,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Vodafone,I don't remember,I don't remember,parmalat,,,,boom soap poster,Flamingo juice,Madison life insurance,,Mtn,promotions for dood in shoprite,,,,,Upcoming events,Agree,Disagree,Disagree,Agree,Agree,Disagree
60689990,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Longer Ago,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Longer Ago,Longer Ago,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Past 7 Days,Boom.,Maq.,Cement and road development agency.,"mtn, airtel and Zamtel.",,Mtn and Boom.,Castle and airtel.,Parmalat.,Airtel.,Boom.,None.,None.,"Mtn, Airtel and Zamtel.",None.,,,,Boom.,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree
60689991,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Not seen,Longer Ago,Longer Ago,Past 7 Days,Coca-Cola,Boom,Road development agency,Mtn and Zamtel,,Airtel,Boom,"Fanta, super maheu and shake n sip",Sunlight,Boom,None,None,"Airtel, Mtn and Zamtel",Lafarge,,None,Cement,Boom and pepsi,Agree,Disagree,Disagree,Agree,Agree,Agree
60689992,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Past 7 Days,Past 7 Days,Yesterday,Longer Ago,Longer Ago,Yesterday,Past 7 Days,Not seen,Not seen,Past 7 Days,Past 7 Days,Sunlight,Cement,Cement,Zamtel,,,,Pepsi,Boom,Mtn and boom,None,None,Fanta and romeo,Coca-Cola,,,Pepsi,Boom,Agree,Strongly Disagree,Agree,Agree,Agree,Agree
60689993,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Not seen,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Past 7 Days,Not seen,Longer Ago,Not seen,Past 7 Days,Boom,Cement,Lafarge,Mtn,,,Boom,Coca-Cola,Airtel,"Mtn, airtel and Zamtel",Mtn,Lusaka city council,Doom and mtn,Pepsi,,None,,Sunlight,Agree,Agree,Agree,Agree,Agree,Agree
60689994,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Longer Ago,Longer Ago,Past 7 Days,Longer Ago,Not seen,Not seen,Not seen,Past 7 Days,Boom,Coca-Cola,Cement,"Mtn, Airtel and Zamtel",,Super maheu,Boom,Sunlight,Airtel,"Boom, Airtel and Zamtel",None,None,"Boom, Doom and Coca-Cola",None,,,,Sunlight,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree
60689995,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Longer Ago,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Longer Ago,Longer Ago,Yesterday,Past 4 Weeks,Not seen,Longer Ago,Past 7 Days,Yesterday,Boom,Lafarge,Cement,"Mtn, airtel and Zamtel",,Boom,Super maheu,Sunlight,Boom,"Mtn,airtel and Zamtel",None,None,"Mtn, Airtel and Zamtel",Coca-Cola,,Boom and Blue band,Fanta,Boom,Agree,Agree,Agree,Agree,Agree,Agree
60690699,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 3 months,Past 3 months,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Longer Ago,Past 4 Weeks,Past 3 months,Past 7 Days,Zambezi magic (Zuba movie),exit,arcades shopping mall,topstar,Zambia airport corporation,welcome to Lusaka,kambani (r.t.s.a),goldman insurance,go tv,Airtel money,just drink,keep Lusaka clean,pepsi,nil,no smoking,shoprite,,mtn mobile money,Agree,Agree,Agree,Agree,Agree,Agree
60700170,Yesterday,Past 4 Weeks,Not seen,Past 4 Weeks,Not seen,Past 3 months,Not seen,Past 4 Weeks,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Past 7 Days,Not seen,Not seen,Not seen,Longer Ago,Longer Ago,Topstar,can't remember,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree
60701172,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
60701173,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,Motala Angel,,,,Kapena bus services.,,,,,,,,,,,Agree,Agree,DK (DON’T READ),Agree,DK (DON’T READ),DK (DON’T READ)
60701174,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,Zoona,,,,,,,,,,,,,DK (DON’T READ),Agree,DK (DON’T READ),Agree,DK (DON’T READ),Disagree
60701698,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Welcome to chipata,,,,,,,,,,,,,,,,,,Strongly Agree,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
