SbjNum,Large Billboards(pic of Super Sign),Internally illuminated sign (pic of Citilite),Building wrap/construction site wrap,On sides of vehicles,Billboards at airports,(Inside & Outside),Inside buses,Outside of buses,On bus shelters,Street Pole adverts,Street Furniture-Roadstars,Dustbins/Litterbins,Inside a store/ shop,Suburban signs,Inside trains,On shopping trolleys,Neon sign,Digital Billboard,Large Billboards(pic of Super Sign),Internally illuminated sign (pic of Citilite),Building wrap/construction site wrap,On sides of vehicles,Billboards at airports,(Inside & Outside),Inside buses,Outside of buses,On bus shelters,Street Pole adverts,Street Furniture-Roadstars,Dustbins/Litterbins,Inside a store/ shop,Suburban signs,Inside trains,On shopping trolleys,Neon sign,Digital Billboard,Billboards make the environment look colourful,I trust a brand/product that is advertised on a billboard,I’m more likely to buy a brand/product that is advertised on a billboard,I find brand/product information on a billboard useful,Billboards too close to each other make the environment look cluttered or messy,I remember the billboard adverts when I see the product/brand on the shelf in a store
60667631,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,zanaco,,,,,,,extra washing powder,wild cat energy drink,mtn,,,,,,,,,Disagree,Agree,Disagree,Agree,Agree,Agree
60667632,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Wild cat energy drink,,,,,,,,Trade kings,Mtn,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Agree
60667734,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,,,,,,,,,,,,,,,,,,aggregate crushing plant,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
60667735,Longer Ago,Longer Ago,Longer Ago,Past 3 months,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Not seen,Longer Ago,find stusion,no,no,non,no,mnt,gotv,chips mayaya,dagote cement,lungu,kapampa mwila,no,dagote,,,,,castle lite,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
60667736,Past 7 Days,Longer Ago,Longer Ago,Yesterday,Not seen,Not seen,Longer Ago,Longer Ago,Past 4 Weeks,Not seen,Longer Ago,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,score,kunfu drinke,no,no,,,gotv,gotv, ediga lungu,,no,no,coffe,,,,,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree
60667979,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,about five presidents of Zambia,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
60668043,Yesterday,Yesterday,Yesterday,Yesterday,Longer Ago,Longer Ago,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Longer Ago,Not seen,Yesterday,Longer Ago,Yesterday,yes,no,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,,,yes,yes,yes,Agree,Agree,Disagree,Agree,Agree,Agree
60668563,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,ZRA ACC and Zambeef,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree
60668564,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Yesterday,Yesterday,Past 7 Days,Not seen,Not seen,Longer Ago,Longer Ago,Not seen,Longer Ago,Not seen,Not seen,How they built,nil,,,,,nil,nil,The names and the routes,Schools and business nil,,,nil,nil,,nil,,,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree
60668565,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Disagree,DK (DON’T READ),Agree,Strongly Agree,Agree
60668592,Yesterday,Not seen,Past 4 Weeks,Yesterday,Not seen,Yesterday,Not seen,Past 4 Weeks,Not seen,Yesterday,Not seen,Past 7 Days,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,mopani copper mines,,ucz Jordan Kamuchanga,cars for sale,,kung fu  and zamtel,,Go tv,,church adverts,,I can't remember,I can't remember,,,,,,Agree,Agree,Agree,Agree,Disagree,Disagree
60668604,Past 7 Days,Longer Ago,Longer Ago,Longer Ago,Not seen,Not seen,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Airtel,can't remember,none,kcg logistics,,,trade kings,Ratsa,techno,,,,mtn,,,,,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree
60668605,Past 7 Days,Past 4 Weeks,Not seen,Past 7 Days,Not seen,Longer Ago,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Not seen,Past 3 months,Yesterday,Not seen,Not seen,Not seen,Not seen,Longer Ago,airtel money,can't remember,,ZANACO,,Barclays,can't remember,Zesco,none,,,none,none,,,,,none,Strongly Agree,Agree,Strongly Agree,Agree,DK (DON’T READ),Agree
60668762,Yesterday,Past 7 Days,Past 3 months,Past 3 months,Past 3 months,Longer Ago,Longer Ago,Not seen,Not seen,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Longer Ago,energe,no,no,no,no,no,,,,,,,,,,,,tobaco,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
60669002,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Zamtel,,,,,,,,,bank abc,,,,,,,,maheu,Agree,Agree,Agree,Agree,Disagree,Agree
60669406,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,about HIV and AIDS,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree
60669890,Past 4 Weeks,Not seen,Not seen,Yesterday,Not seen,Yesterday,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Welcome Chipata Choppers  .,,,Chipata city council,,Top star win a house,,Zambia-Malawi bus service,,,,,Zoona tuma ndalama,,,,,,Agree,Agree,Disagree,Agree,Disagree,Agree
60670295,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,itel,,,,,,,,,itel,,,,chiko biscuits,,,,,Agree,Strongly Agree,Agree,Agree,Disagree,Agree
60670296,Past 3 months,Not seen,Not seen,Not seen,Not seen,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,zanaco,,,,,deauto spares,Deauto spares,Zambia sugar,green belt,green belt,can't remember,,,,,,,,Strongly Agree,Disagree,Agree,Agree,Agree,Agree
60670418,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Longer Ago,Past 4 Weeks,Yesterday,Past 7 Days,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,Agree,Agree,Agree,Agree,Disagree,Agree
60670470,Longer Ago,Not seen,Not seen,Not seen,Not seen,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Past 3 months,Not seen,Not seen,Not seen,Not seen,Zambia sugar,,,,,casco,council board,mtn,airtel,mtn,can't remember,zamseed,zamseed,Zambia sugar,,,,,Strongly Agree,Agree,Agree,Agree,Agree,Agree
60670478,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Yesterday,Longer Ago,Longer Ago,Yesterday,Past 7 Days,Not seen,Not seen,Past 7 Days,Yesterday,Appy Apple.,Metal fabrication.,Cement Lafarge.,"Mtn, Zamtel and airtel.",,Super maheu.,Mtn.,Boom.,None.,Boom.,None,None,Bullet and Boom,None,,,None,Sunlight,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree
60670479,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Not seen,Longer Ago,Past 7 Days,Past 7 Days,Longer Ago,Yesterday,Longer Ago,Longer Ago,Yesterday,Past 7 Days,Not seen,Longer Ago,Longer Ago,Past 7 Days,Mosi and Boom,Boom.,Cement.,Znbc.,,None.,Airtel.,Fanta.,None.,Boom and Romeo.,None.,None.,Doom and target.,Coca cola.,,None.,None.,Fanta.,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree
60670480,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Longer Ago,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Not seen,Not seen,Yesterday,Yesterday,Not seen,Not seen,Not seen,Past 7 Days,Sunlight.,Aqua savanna.,Road development agency.,"Mtn, Zamtel and Airte .",,Parmalat.,Boom.,Blue band.,Mosi and super maheu.,Airtel.,,,Sta soft.,None.,,,,Maq washing dishes.,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree
60670481,Yesterday,Yesterday,Past 7 Days,Yesterday,Not seen,Past 7 Days,Past 7 Days,Yesterday,Past 7 Days,Yesterday,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Longer Ago,Past 7 Days,Boom.,Boom.,Dangote.,Blue band.,,Airtel and Zamtel.,Boom.,Shake n sip .,Vaseline.,Boom.,,,Zamtel.,,,,None.,Creammora.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree
60670482,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Not seen,Not seen,Not seen,Past 7 Days,Past 7 Days,Yesterday,Past 4 Weeks,Past 7 Days,Yesterday,Past 7 Days,Not seen,Longer Ago,Past 4 Weeks,Yesterday,Sunlight.,Boom.,Road development agency.,"Mtn, Airtel and Zamtel.",,,,Boom.,Mtn.,Doom and lifebuoy.,None,None,"mtn, Airtel, Zamtel and Boom.",Coca-Cola.,,None.,None.,Fanta and Super maheu.,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree
60670483,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Yesterday,Longer Ago,Longer Ago,Yesterday,Past 7 Days,Not seen,Past 7 Days,Past 4 Weeks,Past 7 Days,Boom.,Road development agency,Lusaka city council,Boom,,Boom,"Mtn, Airtel and Zamtel",Super maheu,Shake n sip,Boom,None,None,"Boom, sta soft, Doom and mtn",None,,Maq and boom,None,Sunlight,Agree,Agree,Agree,Agree,Strongly Agree,Agree
60670616,Yesterday,Not seen,Longer Ago,Past 7 Days,Not seen,Past 7 Days,Not seen,Yesterday,Past 7 Days,Not seen,Past 7 Days,Not seen,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,kung fu,,I can't remember,zambeef,,dragon,,I can't remember,I can't remember,,robots,,I can't remember,chingola secondary schools,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60670617,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Longer Ago,Slept dee on Itel phones and MTN by ruff kid,nil,police and court in chinsali,nil,,,,Nil,,,,,Not from Zambia,,,,,nil,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
60670888,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,It was about a girl child,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
60671012,Yesterday,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,I saw pictures of  people and cars,promotions for food in shoprite,I saw it in Kampala lusaka,,,,,,,invitations to a concert and music show,,,,,,,,,Agree,Disagree,Agree,Agree,Agree,Agree
60671013,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,I saw something like a triangle,,,,,,,,,,,,,,,,,,Agree,Disagree,Agree,Agree,Agree,Agree
60671014,Past 7 Days,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,I saw a post which  says welcome to chinngola and chinngola for jesus,I have forgotten,,,,,,,,I saw  a paper but I ddnt read because i couldn't see clearly,,,,,,,,,Disagree,Agree,Agree,Agree,Agree,Agree
60671015,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,advert for the hostel or guest house,advert  for loto,,,,,,,,advert for house for sale,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60671016,Yesterday,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,advert  for a school or college,,I saw it at mulungushi in kapisha,,,,,,,advert  for house for sale,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60671415,Longer Ago,Longer Ago,Longer Ago,Past 3 months,Not seen,Not seen,Longer Ago,Past 4 Weeks,Past 3 months,Past 3 months,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Longer Ago,shake and sip,no,no,no,,,no,gotv,topstar,,no,no,Amazon roll,no,,,,appy apple,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree
60672145,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Longer Ago,Yesterday,Longer Ago,Longer Ago,Longer Ago,Yesterday,Past 7 Days,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Agree,Agree,Agree,Agree,Disagree,Agree
60672419,Past 4 Weeks,Longer Ago,Longer Ago,Not seen,Not seen,Yesterday,Yesterday,Longer Ago,Not seen,Yesterday,Past 7 Days,Not seen,Longer Ago,Yesterday,Not seen,Not seen,Yesterday,Longer Ago,I can't remember,baby class can't remember the school,I can't remember,,,I can't remember,bus fares,Victory bible church,,a concert by house of destiny,speed limits,,adult clothing in pep,Kansuswa Secondary school,,,I can't remember,basketball can't remember the team,Agree,DK (DON’T READ),Agree,Agree,Agree,Agree
60672648,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,The moyer welcome to kalulushi,,,,,,,,,,,,,,,,,,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
60673485,Yesterday,Not seen,Not seen,Yesterday,Not seen,Yesterday,Not seen,Yesterday,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Stanbic bank,,,Stable contructions,,Shoprite checkers,,Bridge of hope foundation.,,panner Seed,,,,,,,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree
60673752,Past 4 Weeks,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,campaign advertisements,,,mbukulu and luanshya bakery,,,,,airtel shelter,,,,,,,,,,Agree,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
60673753,Past 4 Weeks,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,campaign advertisements,,,"mbukulu, star and g&g bakery....",,,,,airtel,,,,pepsi,,,,,,Agree,Agree,DK (DON’T READ),Agree,DK (DON’T READ),DK (DON’T READ)
60673754,Past 3 months,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Past 3 months,Not seen,Not seen,Not seen,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,,,,mbukulu and star bakery,,,,,airtel shelter,,,,trade kings,,,,,,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
60673755,Past 4 Weeks,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,campaign advertisements,,,luanshya and star bakery,,,,,airtel shelter,,,,,,,,,,Agree,DK (DON’T READ),Disagree,Disagree,DK (DON’T READ),DK (DON’T READ)
60673756,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60673757,Yesterday,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,footballer,Zambian loto,,,,,,,,house for rent,,,football,,,,,,Agree,Agree,Agree,Agree,Strongly Disagree,Agree
60674157,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,zanaco,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Strongly Agree,Agree
60674429,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,can't remember,,,,,,,,,,,,,,,,,,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree
60675487,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,Zambia-Malawi,,,,,MTN mobile money.,,,,,,Strongly Agree,Agree,Agree,Agree,DK (DON’T READ),Strongly Disagree
60675558,Yesterday,Yesterday,Yesterday,Yesterday,Longer Ago,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Longer Ago,Longer Ago,Past 4 Weeks,Longer Ago,Yesterday,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,Agree,Agree,Agree,Agree,Agree,Agree
60676957,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,Spur zambia,,Ally and Son transport,,,,,Mtn mobile money,,,,,,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree
60677625,Yesterday,Yesterday,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,dstv,gotv,,mtn,,,,,,Huawei,,,,,,,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree
60677626,Yesterday,Past 7 Days,Past 7 Days,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,lubambe company,puma filling station,icon hotel,kungfu energy drink,,,,,,mtn,,,peps,,,,,,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree
60677627,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Yesterday,Not seen,Yesterday,Not seen,Past 7 Days,Not seen,Past 7 Days,Not seen,mtn,dstv,mtn,mtn,,,,,,zamtel,funcity,,mtn,,mtn,,mtn,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree
60677628,Yesterday,Yesterday,Not seen,Yesterday,Not seen,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 3 months,Past 7 Days,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,topstar,dstv,,mtn,,zamtel,zamtel,zamtel,mtn,itel,,,mtn,,,,,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree
60677629,Yesterday,Yesterday,Not seen,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,six president,mtn,,mtn,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Disagree,Disagree,DK (DON’T READ),Strongly Disagree
60677630,Yesterday,Past 7 Days,Yesterday,Past 3 months,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Past 7 Days,Past 3 months,Not seen,Past 7 Days,Longer Ago,Past 4 Weeks,shoprite,dstv,kcm,mtn,,,zamtel,,,mtn,,,mtn,topstar,,mtn,airtel,mtn,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
60677631,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,zamtel,dstv,,,,,,,,,,,,,,,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree
60677659,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,invitation for a musical show,invitation for a musical show and advert for traditional healers,,,,,,,,,Agree,Agree,Agree,Disagree,Agree,Agree
60677790,Yesterday,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,shoprite,,,trade kings,,,,,,,,,,,,,,mtn,Strongly Agree,Agree,Agree,Agree,Agree,Agree
60677791,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,Luanshya bakery,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60677792,Past 7 Days,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,zamefa,,,"zamtel, mtn, kafubu water",,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60677793,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60677794,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Airtel,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Strongly Agree,Agree
60677795,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60677796,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60677797,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,DK (DON’T READ),DK (DON’T READ),Agree,Agree
60677798,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60678724,Past 7 Days,Past 7 Days,Not seen,Past 7 Days,Longer Ago,Longer Ago,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Yesterday,Past 7 Days,Yesterday,Not seen,Not seen,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,Agree,Agree,Agree,Agree,Agree,Agree
60678808,Past 7 Days,Not seen,Not seen,Yesterday,Not seen,Not seen,Past 4 Weeks,Yesterday,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Past 4 Weeks,Not seen,Longer Ago,mtn,,,Chico biscuit,,,Phoenix radio,go tv,,,,,mtn,,,shoprite,,nil,Agree,Disagree,Disagree,Disagree,Agree,Disagree
60678809,Yesterday,Not seen,Longer Ago,Yesterday,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Longer Ago,Yesterday,pf campaign content,,nil,nil,,,,boom,,,,,airtel,,,,hungry lion,lotto,Agree,Agree,Agree,Agree,Strongly Agree,Agree
60678810,Past 4 Weeks,Not seen,Not seen,Yesterday,Not seen,Not seen,Past 7 Days,Yesterday,Past 3 months,Not seen,Not seen,Past 4 Weeks,Yesterday,Not seen,Not seen,Not seen,Longer Ago,Past 3 months,mtn matebeto,,,zambeef,,,ratsa,uniliver,go tv,,,parmalt,zamtel,,,,nil,shoprite,Agree,Agree,Agree,Agree,Strongly Agree,Agree
