SbjNum,Bank Ever used,Other Banks Ever used,Banks Currently Used,Bank Most Often Used,AB Bank Zambia Limited,Access Bank Zambia Limited,BancABC Zambia Limited,Bank of China (Zambia) Limited,Barclays Bank Zambia Plc,Cavmont Bank,Citibank Zambia Limited,Ecobank Zambia Limited,Finance Bank Zambia Limited,First Alliance Bank Zambia Limited,First National Bank of Zambia Limted (FNB),Indo-Zambia Bank Limited,Intermarket Bank,International Commercial Bank,Investrust Bank Plc,Stanbic Bank Zambia Limited,Standard Chartered Bank Zambia Plc,United Bank for Africa Zambia Limited,ZANACO (Zambia National Commercial Bank Plc),Bank of Zambia,{0},None
60752639,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60752640,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60752641,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60752642,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60752643,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60752644,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60752645,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60753398,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60753399,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60753400,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60753401,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60753402,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60753404,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60753405,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60753406,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60753407,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Neither satisfied or dissatisfied,,,
60753408,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60753952,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60753953,"ZANACO (Zambia National Commercial Bank Plc),Other (specify)",None,{0},{0},,,,,,,,,,,,,,,,,,,Very satisfied,,Neither satisfied or dissatisfied,
60753954,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60753955,"Barclays Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)", ,"Barclays Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)",ZANACO (Zambia National Commercial Bank Plc),,,,,Dissatisfied,,,,,,,,,,,,,,Very satisfied,,,
60753956,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60753957,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60753958,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754077,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754078,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754079,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754080,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754081,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754082,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754083,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754084,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754085,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754086,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754087,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754090,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754091,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754092,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754093,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60754094,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60755118,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60755119,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60755120,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60755121,Other (specify),Natsave,{0},{0},,,,,,,,,,,,,,,,,,,,,Dissatisfied,
60755122,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60755123,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60755601,Barclays Bank Zambia Plc, ,Barclays Bank Zambia Plc,Barclays Bank Zambia Plc,,,,,Satisfied,,,,,,,,,,,,,,,,,
60755602,Stanbic Bank Zambia Limited, ,Stanbic Bank Zambia Limited,Stanbic Bank Zambia Limited,,,,,,,,,,,,,,,,Neither satisfied or dissatisfied,,,,,,
60755603,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60757629,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60757630,Finance Bank Zambia Limited, ,Finance Bank Zambia Limited,Finance Bank Zambia Limited,,,,,,,,,Satisfied,,,,,,,,,,,,,
60757631,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60757632,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60757633,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60757635,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60757636,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60757637,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60760177,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60760178,Barclays Bank Zambia Plc, ,Barclays Bank Zambia Plc,Barclays Bank Zambia Plc,,,,,Very satisfied,,,,,,,,,,,,,,,,,
60760179,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60762545,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60762546,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60762547,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60762548,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60762549,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60762550,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60762551,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60762552,Investrust Bank Plc, ,Investrust Bank Plc,Investrust Bank Plc,,,,,,,,,,,,,,,Satisfied,,,,,,,
60762553,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60762554,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60762555,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60762556,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60762557,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60762558,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60762559,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60763914,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60763915,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60763916,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60763917,AB Bank Zambia Limited, ,AB Bank Zambia Limited,AB Bank Zambia Limited,Satisfied,,,,,,,,,,,,,,,,,,,,,
60763918,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60763919,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60763920,AB Bank Zambia Limited, ,AB Bank Zambia Limited,AB Bank Zambia Limited,Satisfied,,,,,,,,,,,,,,,,,,,,,
60763921,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60772562,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60772780,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60772781,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60772782,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)",ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,Very satisfied,,,,,,,,Very satisfied,,,
60772783,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60772784,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60772785,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60772786,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60772787,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60772788,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60772789,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60772790,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60773849,"Finance Bank Zambia Limited,Standard Chartered Bank Zambia Plc", ,Finance Bank Zambia Limited,Finance Bank Zambia Limited,,,,,,,,,Dissatisfied,,,,,,,,Very satisfied,,,,,
60773850,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Dissatisfied,,,
60773866,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60773938,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60774039,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60774040,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60774041,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60774042,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60774043,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60774044,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60774045,"Cavmont Bank,First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,"Cavmont Bank,First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)",ZANACO (Zambia National Commercial Bank Plc),,,,,,Neither satisfied or dissatisfied,,,,,Satisfied,,,,,,,,Satisfied,,,
60774046,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60774189,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60774482,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60774651,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60774652,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60775076,Standard Chartered Bank Zambia Plc, ,Standard Chartered Bank Zambia Plc,Standard Chartered Bank Zambia Plc,,,,,,,,,,,,,,,,,Satisfied,,,,,
60775373,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60775512,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60775761,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60776084,"Barclays Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc),Other (specify)",none,{0},{0},,,,,Satisfied,,,,,,,,,,,,,,Very satisfied,,Neither satisfied or dissatisfied,
60776085,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60776183,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60776184,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60776591,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Dissatisfied,,,
60777338,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60777464,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60777503,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60777629,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60778658,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60778659,Other (specify),finca loans for marketiers,{0},{0},,,,,,,,,,,,,,,,,,,,,Dissatisfied,
60778660,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60778661,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60778662,Other (specify),NATSAVE,{0},{0},,,,,,,,,,,,,,,,,,,,,Satisfied,
60778663,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60778846,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60778847,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60778848,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60778849,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60779100,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60779363,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60779410,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60779443,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60779544,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60779669,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60779670,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60779671,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60779672,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60779673,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60779738,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60779739,Other (specify),refused to give,{0},{0},,,,,,,,,,,,,,,,,,,,,Satisfied,
60779740,Other (specify),refused,{0},{0},,,,,,,,,,,,,,,,,,,,,Satisfied,
60780018,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60780477,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60781041,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60781386,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60781395,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60781396,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60781397,"Indo-Zambia Bank Limited,ZANACO (Zambia National Commercial Bank Plc)", ,"Indo-Zambia Bank Limited,ZANACO (Zambia National Commercial Bank Plc)","Indo-Zambia Bank Limited,ZANACO (Zambia National Commercial Bank Plc)",,,,,,,,,,,,Satisfied,,,,,,,Satisfied,,,
60781398,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)","First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)",,,,,,,,,,,Satisfied,,,,,,,,Dissatisfied,,,
60781399,"Barclays Bank Zambia Plc,Standard Chartered Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,Satisfied,,,,,,,,,,,,Very satisfied,,Very satisfied,,,
60781400,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Satisfied,,,,,,,,,,,
60781446,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60782118,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60782407,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60782408,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60782429,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60782430,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60782436,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60782773,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60783759,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60784145,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60784146,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60785657,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60825709,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60825710,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60825711,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60825712,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60825713,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60825714,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60826402,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60826403,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60826404,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60826405,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60826443,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60826444,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60826445,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60826446,Finance Bank Zambia Limited, ,Finance Bank Zambia Limited,Finance Bank Zambia Limited,,,,,,,,,Neither satisfied or dissatisfied,,,,,,,,,,,,,
60826447,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60826815,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60826856,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60831230,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)","First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)",,,,,,,,,,,Very satisfied,,,,,,,,Very satisfied,,,
60831231,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60832103,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60832104,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60832105,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60832106,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60832107,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60832108,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60832109,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60832110,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60832260,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60832261,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60845424,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60845425,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60845426,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60845427,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60845428,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60845429,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60845430,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60845432,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60845433,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60845434,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60845435,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60845443,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60845444,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60845445,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60845446,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60845447,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60845448,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60845875,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60845876,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60845877,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60845878,"Finance Bank Zambia Limited,First National Bank of Zambia Limted (FNB)", ,"Finance Bank Zambia Limited,First National Bank of Zambia Limted (FNB)",Finance Bank Zambia Limited,,,,,,,,,Neither satisfied or dissatisfied,,Satisfied,,,,,,,,,,,
60845879,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60845880,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60845883,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60848520,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60848521,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60848522,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60848523,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60848524,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60848525,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60848526,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60848822,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60848996,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60848997,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60849608,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60849609,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60861539,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60861540,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Neither satisfied or dissatisfied,,,
60861541,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60861542,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60861543,"Cavmont Bank,Indo-Zambia Bank Limited", ,Indo-Zambia Bank Limited,Indo-Zambia Bank Limited,,,,,,Satisfied,,,,,,Satisfied,,,,,,,,,,
60861544,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60863462,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60863463,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60863464,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Neither satisfied or dissatisfied,,,
60863465,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60877285,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Neither satisfied or dissatisfied,,,
60886274,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60886275,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60886276,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60886277,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60888451,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60888452,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60888453,None, ,,,,,,,,,,,,,,,,,,,,,,,,
82003831,, ,,, , , , , , , , , , , , , , , , , , , , , , 
82005311,, ,,, , , , , , , , , , , , , , , , , , , , , , 
82006682,, ,,, , , , , , , , , , , , , , , , , , , , , , 
82006683,, ,,, , , , , , , , , , , , , , , , , , , , , , 
82008677,, ,,, , , , , , , , , , , , , , , , , , , , , , 
82009407,, ,,, , , , , , , , , , , , , , , , , , , , , , 
82013391,, ,,, , , , , , , , , , , , , , , , , , , , , , 
82013392,, ,,, , , , , , , , , , , , , , , , , , , , , , 
82016176,, ,,, , , , , , , , , , , , , , , , , , , , , , 
82016600,, ,,, , , , , , , , , , , , , , , , , , , , , , 
82020882,, ,,, , , , , , , , , , , , , , , , , , , , , , 
82024076,, ,,, , , , , , , , , , , , , , , , , , , , , , 
82024077,, ,,, , , , , , , , , , , , , , , , , , , , , , 
82033089,, ,,, , , , , , , , , , , , , , , , , , , , , , 
