SbjNum,Bank Ever used,Other Banks Ever used,Banks Currently Used,Bank Most Often Used,AB Bank Zambia Limited,Access Bank Zambia Limited,BancABC Zambia Limited,Bank of China (Zambia) Limited,Barclays Bank Zambia Plc,Cavmont Bank,Citibank Zambia Limited,Ecobank Zambia Limited,Finance Bank Zambia Limited,First Alliance Bank Zambia Limited,First National Bank of Zambia Limted (FNB),Indo-Zambia Bank Limited,Intermarket Bank,International Commercial Bank,Investrust Bank Plc,Stanbic Bank Zambia Limited,Standard Chartered Bank Zambia Plc,United Bank for Africa Zambia Limited,ZANACO (Zambia National Commercial Bank Plc),Bank of Zambia,{0},None
60528191,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60528192,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60528193,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60528194,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60528203,Barclays Bank Zambia Plc, ,Barclays Bank Zambia Plc,Barclays Bank Zambia Plc,,,,,Satisfied,,,,,,,,,,,,,,,,,
60528461,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very dissatisfied,,,
60529347,Standard Chartered Bank Zambia Plc, ,Standard Chartered Bank Zambia Plc,Standard Chartered Bank Zambia Plc,,,,,,,,,,,,,,,,,Satisfied,,,,,
60529376,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60529579,"Barclays Bank Zambia Plc,Finance Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,Very dissatisfied,,,,Dissatisfied,,,,,,,,,,Satisfied,,,
60529580,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60530085,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60530086,"Standard Chartered Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,Satisfied,,Very satisfied,,,
60530176,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60531169,Other (specify),mtn mobile money,{0},{0},,,,,,,,,,,,,,,,,,,,,Very satisfied,
60531744,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,Dissatisfied,,,
60531824,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60531878,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60532056,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,Satisfied,,,,,,,,Neither satisfied or dissatisfied,,,
60532792,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60533355,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60534190,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60534385,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60534386,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60534387,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60534388,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60534661,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60535857,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60536494,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60536495,Other (specify),NATSAVE,{0},{0},,,,,,,,,,,,,,,,,,,,,Satisfied,
60536496,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60536662,"Barclays Bank Zambia Plc,First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,Satisfied,,,,,,Very satisfied,,,,,,,,Satisfied,,,
60536769,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60536770,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60536771,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60536801,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60537539,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60537556,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60537877,"Barclays Bank Zambia Plc,First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,Satisfied,,,,,,Dissatisfied,,,,,,,,Satisfied,,,
60538019,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60538184,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,Very satisfied,,,,,,,,Satisfied,,,
60538612,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60538849,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60539863,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60540117,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60540118,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60540119,Other (specify),None,{0},{0},,,,,,,,,,,,,,,,,,,,,Dissatisfied,
60540120,Barclays Bank Zambia Plc, ,Barclays Bank Zambia Plc,Barclays Bank Zambia Plc,,,,,Satisfied,,,,,,,,,,,,,,,,,
60540121,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60540122,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60540123,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60540326,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60540719,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60540720,Barclays Bank Zambia Plc, ,Barclays Bank Zambia Plc,Barclays Bank Zambia Plc,,,,,Satisfied,,,,,,,,,,,,,,,,,
60540721,Other (specify),natsave bank,{0},{0},,,,,,,,,,,,,,,,,,,,,Dissatisfied,
60540722,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60540723,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60540724,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60540725,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60540726,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60540727,Other (specify),zambia national Building Society,{0},{0},,,,,,,,,,,,,,,,,,,,,Satisfied,
60541393,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,Very satisfied,,,,,,,,Satisfied,,,
60541600,"Stanbic Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,Neither satisfied or dissatisfied,,,Very satisfied,,,
60541872,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60541873,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60541874,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60541875,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60541876,Other (specify),natsave,{0},{0},,,,,,,,,,,,,,,,,,,,,Satisfied,
60541877,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60541878,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60541879,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60541904,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60542679,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60543022,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60543023,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60543024,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60543025,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60543026,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)","First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)",,,,,,,,,,,Satisfied,,,,,,,,Satisfied,,,
60543321,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Satisfied,,,,,,,,,,,
60543322,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60543324,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60543325,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60543326,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60543327,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60543328,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60543874,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60548541,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60549183,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60549600,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60549601,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60549602,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60549603,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60549604,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60549605,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60549710,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60549711,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60549712,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60549713,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60549714,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60549715,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Dissatisfied,,,
60550261,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Neither satisfied or dissatisfied,,,,,,,,,,,
60550361,Stanbic Bank Zambia Limited, ,Stanbic Bank Zambia Limited,Stanbic Bank Zambia Limited,,,,,,,,,,,,,,,,Very satisfied,,,,,,
60550362,Ecobank Zambia Limited, ,Ecobank Zambia Limited,Ecobank Zambia Limited,,,,,,,,Satisfied,,,,,,,,,,,,,,
60550363,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60550364,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60550365,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60550366,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60550986,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60551587,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60551800,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60552083,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60552219,"ZANACO (Zambia National Commercial Bank Plc),Other (specify)",UBA banking,"ZANACO (Zambia National Commercial Bank Plc),{0}",{0},,,,,,,,,,,,,,,,,,,Satisfied,,Very satisfied,
60552946,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60553081,Indo-Zambia Bank Limited, ,Indo-Zambia Bank Limited,Indo-Zambia Bank Limited,,,,,,,,,,,,Very satisfied,,,,,,,,,,
60553130,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60553131,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60553775,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60553776,"Barclays Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,Neither satisfied or dissatisfied,,,,,,,,,,,,,,Satisfied,,,
60553921,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60553922,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60554675,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60554815,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60554971,"Standard Chartered Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,Satisfied,,Satisfied,,,
60555110,"Cavmont Bank,ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,Very satisfied,,,,,,,,,,,,,Dissatisfied,,,
60555311,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60555743,Standard Chartered Bank Zambia Plc, ,Standard Chartered Bank Zambia Plc,Standard Chartered Bank Zambia Plc,,,,,,,,,,,,,,,,,Satisfied,,,,,
60555767,Barclays Bank Zambia Plc, ,Barclays Bank Zambia Plc,Barclays Bank Zambia Plc,,,,,Very satisfied,,,,,,,,,,,,,,,,,
60555768,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60555769,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60555770,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60556109,"Barclays Bank Zambia Plc,Stanbic Bank Zambia Limited,Standard Chartered Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)", ,"Stanbic Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)","Stanbic Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)",,,,,Satisfied,,,,,,,,,,,Very satisfied,Satisfied,,Satisfied,,,
60556261,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60556427,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60556428,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60556558,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60558612,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60558636,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60558637,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60558638,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60558639,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Neither satisfied or dissatisfied,,,
60558640,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60558982,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60558985,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60559081,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60559082,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60559105,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60559106,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60559161,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)","First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)",,,,,,,,,,,Satisfied,,,,,,,,Satisfied,,,
60559162,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60559165,"Barclays Bank Zambia Plc,Finance Bank Zambia Limited", ,Finance Bank Zambia Limited,Finance Bank Zambia Limited,,,,,Very satisfied,,,,Very satisfied,,,,,,,,,,,,,
60559241,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Neither satisfied or dissatisfied,,,
60559883,Finance Bank Zambia Limited, ,Finance Bank Zambia Limited,Finance Bank Zambia Limited,,,,,,,,,Dissatisfied,,,,,,,,,,,,,
60559884,"Barclays Bank Zambia Plc,Finance Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)", ,"Finance Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)",ZANACO (Zambia National Commercial Bank Plc),,,,,Neither satisfied or dissatisfied,,,,Dissatisfied,,,,,,,,,,Satisfied,,,
60560017,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60560018,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60560019,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60560263,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60560264,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60560265,"BancABC Zambia Limited,Barclays Bank Zambia Plc,Finance Bank Zambia Limited,Standard Chartered Bank Zambia Plc", ,"BancABC Zambia Limited,Barclays Bank Zambia Plc,Finance Bank Zambia Limited,Standard Chartered Bank Zambia Plc",Standard Chartered Bank Zambia Plc,,,Satisfied,,Satisfied,,,,Satisfied,,,,,,,,Very satisfied,,,,,
60560266,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Satisfied,,,,,,,,,,,
60560267,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60560376,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60560778,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60560909,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60560910,"Barclays Bank Zambia Plc,Stanbic Bank Zambia Limited", ,"Barclays Bank Zambia Plc,Stanbic Bank Zambia Limited",Stanbic Bank Zambia Limited,,,,,Satisfied,,,,,,,,,,,Very satisfied,,,,,,
60561650,Barclays Bank Zambia Plc, ,Barclays Bank Zambia Plc,Barclays Bank Zambia Plc,,,,,Dissatisfied,,,,,,,,,,,,,,,,,
60561765,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60562093,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60562094,AB Bank Zambia Limited, ,AB Bank Zambia Limited,AB Bank Zambia Limited,Satisfied,,,,,,,,,,,,,,,,,,,,,
60562095,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60562096,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60562097,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60562098,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60562099,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60562100,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60562101,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60562109,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60562227,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60562228,Other (specify),Atlas Mara,{0},{0},,,,,,,,,,,,,,,,,,,,,Neither satisfied or dissatisfied,
60562229,"Standard Chartered Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc),Other (specify)",Natsave,"Standard Chartered Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)",ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,Satisfied,,Neither satisfied or dissatisfied,,Dissatisfied,
60562230,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60562231,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60562232,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60562800,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60563529,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Neither satisfied or dissatisfied,,,
60563620,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60563621,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60563622,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60563623,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60563624,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60563625,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60563626,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60563627,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60563628,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60563629,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Dissatisfied,,,
60564342,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60564875,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60564876,"Barclays Bank Zambia Plc,Stanbic Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)", ,Stanbic Bank Zambia Limited,Stanbic Bank Zambia Limited,,,,,Satisfied,,,,,,,,,,,Satisfied,,,Satisfied,,,
60564877,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60564878,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60564879,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60564880,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60565711,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Dissatisfied,,,
60566078,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60566079,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60566403,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60566478,"Barclays Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,Very satisfied,,,,,,,,,,,,,,Very satisfied,,,
60566479,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60566480,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60566481,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60567058,Barclays Bank Zambia Plc, ,Barclays Bank Zambia Plc,Barclays Bank Zambia Plc,,,,,Satisfied,,,,,,,,,,,,,,,,,
60567059,None, ,,,,,,,,,,,,,,,,,,,,,,,,
