SbjNum,Read or paged through a newspaper,Watched pay TV,Internet Users,Social Network Sites Users,Radio Listenership,Magazine Readership,TV Viewership,Watched Video/Movie using VCR,Watched VCD/ DVD,Music on CD,Music on IPOD/MP3 player,Watched pay TV e.g.DSTV,Email Access,Visit a Cinema,Sent SMS on Phone,Made a Call on Phone,Mobile Cinema or Projected,Book Reader,Promotion participant,Newspaper Online Readership,Radio Listenership - Mobile Phone,Promotion participant - SMS,Radio/TV Talk Show participant - SMS,Radio/TV Talk Show participant - Call,Attended/Participated in a road show,Community Education Meeting,Stereo tape,Watched Free to Air,Sent SMS using Internet
82005311,Past 7 Days,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Past 12 Months,Yesterday,Never,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 12 Months,Yesterday,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 7 Days
82006682,Past 12 Months,Yesterday,Yesterday,Past 4 Weeks,Past 12 Months,Past 12 Months,Yesterday,Never,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 4 Weeks,Never,Past 12 Months,Never,Never,Never,Past 4 Weeks,Never,Never,Past 12 Months,Yesterday
82006683,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Never,Never,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Yesterday
82008677,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
82009407,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
82013391,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
82013392,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Never,Past 12 Months,Never,Yesterday,Past 7 Days,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Past 12 Months,Yesterday
82016176,Never,Yesterday,Never,Never,Yesterday,Never,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Past 12 Months,Never
82016600,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Yesterday
82020882,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82024076,Yesterday,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 7 Days,Never,Yesterday,Yesterday,Never,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Never,Past 12 Months,Past 7 Days
82024077,Past 4 Weeks,Past 7 Days,Yesterday,Past 4 Weeks,Past 7 Days,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Never,Past 4 Weeks,Past 7 Days,Yesterday,Past 12 Months,Past 7 Days,Yesterday,Never,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months
82033089,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Past 4 Weeks,Past 12 Months,Past 7 Days,Never,Yesterday,Never,Never,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Never,Past 7 Days,Past 7 Days,Past 7 Days,Never,Past 12 Months,Past 4 Weeks,Past 7 Days,Never,Past 7 Days,Yesterday
82033090,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82033093,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Yesterday,Yesterday,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never
82033095,Never,Yesterday,Never,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Never,Never,Past 12 Months,Past 4 Weeks,Yesterday,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Past 12 Months,Yesterday,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 4 Weeks,Never
82033096,Past 4 Weeks,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
82033097,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82033098,Past 12 Months,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Never,Past 7 Days,Past 12 Months,Past 12 Months,Past 4 Weeks,Yesterday,Yesterday,Never,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Never,Never,Past 12 Months,Yesterday,Never,Never,Never,Never,Past 7 Days,Never,Past 12 Months,Past 12 Months
82088474,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Never,Never,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Past 4 Weeks,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Past 12 Months,Never,Never,Yesterday
82088904,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Past 4 Weeks,Yesterday,Past 7 Days,Past 4 Weeks,Past 7 Days,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Never,Never,Never,Past 7 Days,Past 4 Weeks
82089608,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Never,Past 4 Weeks,Past 12 Months,Never,Yesterday,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Yesterday,Yesterday
82090749,Never,Never,Never,Never,Past 7 Days,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never
82091147,Past 4 Weeks,Past 12 Months,Never,Never,Past 7 Days,Never,Yesterday,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Past 7 Days,Yesterday,Never,Past 12 Months,Never,Never,Past 7 Days,Never,Never,Never,Never,Past 4 Weeks,Never,Yesterday,Never
82091969,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Yesterday,Never,Past 4 Weeks,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Yesterday
82091970,Never,Never,Never,Never,Past 7 Days,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
82092535,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Past 4 Weeks,Yesterday,Never,Yesterday,Never,Past 12 Months,Yesterday,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never
82092537,Past 4 Weeks,Yesterday,Past 4 Weeks,Past 4 Weeks,Yesterday,Never,Yesterday,Past 12 Months,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Never,Past 12 Months,Past 4 Weeks,Yesterday,Never,Yesterday,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months
82093272,Never,Never,Never,Never,Yesterday,Past 12 Months,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks
82094391,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Never,Past 12 Months,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Yesterday
82095349,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Never,Never,Past 12 Months,Never
82096725,Past 12 Months,Yesterday,Never,Never,Yesterday,Past 7 Days,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Yesterday,Never,Past 7 Days,Past 12 Months,Never,Past 7 Days,Never,Never,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never
82098177,Never,Past 7 Days,Yesterday,Yesterday,Past 7 Days,Never,Yesterday,Never,Yesterday,Yesterday,Yesterday,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Yesterday
82098178,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82101518,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 7 Days,Never,Never,Past 7 Days,Yesterday,Yesterday,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never
82101519,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82102463,Never,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Never,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never
82102969,Past 12 Months,Past 4 Weeks,Never,Never,Yesterday,Past 12 Months,Yesterday,Never,Never,Past 12 Months,Never,Past 4 Weeks,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
82105045,Past 12 Months,Past 7 Days,Past 12 Months,Never,Yesterday,Past 4 Weeks,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Never,Never,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 12 Months
82105046,Past 12 Months,Yesterday,Past 12 Months,Never,Yesterday,Never,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Yesterday,Past 12 Months
82105047,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82105049,Past 4 Weeks,Yesterday,Never,Never,Yesterday,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Past 4 Weeks,Yesterday,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 7 Days,Never
82105050,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82105099,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Yesterday,Past 12 Months,Past 4 Weeks,Yesterday,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Yesterday
82105100,Never,Never,Never,Never,Past 7 Days,Past 4 Weeks,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Yesterday,Yesterday,Never,Never,Past 4 Weeks,Never,Yesterday,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Never,Never
82105101,Never,Past 4 Weeks,Past 12 Months,Never,Yesterday,Never,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Never,Past 4 Weeks,Never,Never,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Past 7 Days,Never,Never,Past 4 Weeks,Past 12 Months,Never,Never,Never
82107300,Never,Past 7 Days,Past 7 Days,Never,Past 7 Days,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Yesterday,Past 7 Days,Never,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 7 Days
82108125,Never,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Yesterday,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
82111073,Past 4 Weeks,Yesterday,Never,Never,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Past 7 Days,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
82111074,Past 12 Months,Yesterday,Never,Never,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Never,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
82111077,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Yesterday,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
82111079,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Yesterday,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
82111080,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Never,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
82112241,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Never,Yesterday,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Yesterday
82113725,Past 4 Weeks,Past 12 Months,Never,Never,Past 12 Months,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Yesterday,Never,Never,Never,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never
82113727,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Past 12 Months,Yesterday,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks
82117684,Past 12 Months,Past 4 Weeks,Past 7 Days,Past 7 Days,Yesterday,Never,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Never,Past 4 Weeks,Never
82117685,Past 4 Weeks,Past 7 Days,Never,Never,Yesterday,Past 12 Months,Past 7 Days,Past 4 Weeks,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Never,Never,Past 7 Days,Yesterday,Past 12 Months,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 4 Weeks,Never,Past 4 Weeks,Never
82117686,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Yesterday,Never,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Never,Past 4 Weeks,Past 7 Days,Yesterday,Past 7 Days,Never,Never,Never,Yesterday,Past 4 Weeks,Never,Never,Never,Past 12 Months,Never,Past 4 Weeks,Past 7 Days
82117687,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Never,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Past 7 Days,Past 12 Months,Past 12 Months,Past 7 Days
82117688,Past 12 Months,Past 7 Days,Yesterday,Past 7 Days,Past 7 Days,Past 12 Months,Yesterday,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Never,Never,Past 7 Days,Yesterday,Past 12 Months,Past 7 Days,Never,Never,Past 7 Days,Never,Never,Never,Never,Past 7 Days,Never,Past 4 Weeks,Past 12 Months
82117689,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Never,Never,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 12 Months,Never,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Past 12 Months,Never,Past 4 Weeks,Past 4 Weeks
82117690,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Never,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Never,Past 4 Weeks,Past 7 Days,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Past 7 Days
82176615,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Never,Never,Never,Never,Never,Never,Never
82176616,Past 12 Months,Yesterday,Past 12 Months,Never,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 4 Weeks,Yesterday,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 12 Months,Never,Never,Never,Past 12 Months
82176617,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Never,Never,Past 12 Months,Never,Never,Yesterday
82176618,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months
82178617,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Yesterday
82178833,Never,Yesterday,Never,Never,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 4 Weeks,Never,Yesterday,Never,Never,Never,Yesterday,Never,Past 7 Days,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
82179280,Past 7 Days,Yesterday,Past 7 Days,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Past 4 Weeks,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Past 7 Days,Yesterday,Past 7 Days
82180022,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Yesterday
82180488,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82180574,Past 12 Months,Past 7 Days,Never,Never,Yesterday,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Never,Never,Past 12 Months,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
82181716,Never,Past 7 Days,Past 4 Weeks,Yesterday,Yesterday,Never,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never
82181719,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Yesterday
82182246,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82182407,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks
82182736,Past 7 Days,Past 7 Days,Never,Never,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 12 Months,Never,Never,Past 7 Days,Never,Never,Never,Yesterday,Never,Past 4 Weeks,Never,Past 12 Months,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
82183434,Never,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Never,Past 12 Months,Past 12 Months,Yesterday,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 4 Weeks,Past 7 Days
82184233,Yesterday,Yesterday,Never,Past 12 Months,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months,Past 4 Weeks,Never
82185923,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Yesterday,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
82185932,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82188309,Past 12 Months,Yesterday,Never,Past 12 Months,Yesterday,Never,Yesterday,Past 7 Days,Past 4 Weeks,Past 12 Months,Past 7 Days,Yesterday,Never,Never,Yesterday,Yesterday,Never,Never,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never
