SbjNum,Read or paged through a newspaper,Watched pay TV,Internet Users,Social Network Sites Users,Radio Listenership,Magazine Readership,TV Viewership,Watched Video/Movie using VCR,Watched VCD/ DVD,Music on CD,Music on IPOD/MP3 player,Watched pay TV e.g.DSTV,Email Access,Visit a Cinema,Sent SMS on Phone,Made a Call on Phone,Mobile Cinema or Projected,Book Reader,Promotion participant,Newspaper Online Readership,Radio Listenership - Mobile Phone,Promotion participant - SMS,Radio/TV Talk Show participant - SMS,Radio/TV Talk Show participant - Call,Attended/Participated in a road show,Community Education Meeting,Stereo tape,Watched Free to Air,Sent SMS using Internet
60677629,Never,Never,Never,Never,Yesterday,Never,Yesterday,Never,Past 7 Days,Past 7 Days,Yesterday,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60677630,Past 4 Weeks,Never,Never,Never,Yesterday,Never,Yesterday,Yesterday,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never
60677631,Never,Never,Never,Never,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never
60677659,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Never,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never
60677790,Past 4 Weeks,Yesterday,Never,Never,Past 4 Weeks,Past 4 Weeks,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Never,Yesterday,Never,Never,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Past 7 Days,Never,Past 7 Days,Never,Never,Never,Never,Past 7 Days,Never,Past 12 Months,Never
60677791,Past 4 Weeks,Yesterday,Never,Never,Yesterday,Past 4 Weeks,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Past 7 Days,Never,Never,Never
60677792,Never,Past 4 Weeks,Never,Never,Past 12 Months,Yesterday,Past 7 Days,Never,Past 12 Months,Never,Never,Past 4 Weeks,Never,Never,Past 7 Days,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 7 Days,Never,Never,Never
60677793,Past 12 Months,Yesterday,Never,Yesterday,Past 4 Weeks,Past 4 Weeks,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Past 7 Days,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
60677794,Past 4 Weeks,Past 7 Days,Never,Never,Yesterday,Never,Yesterday,Never,Never,Past 12 Months,Never,Past 7 Days,Never,Never,Past 4 Weeks,Yesterday,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never
60677795,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never
60677796,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Past 7 Days,Never,Never,Never
60677797,Never,Past 4 Weeks,Never,Never,Past 7 Days,Past 12 Months,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 4 Weeks,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never
60677798,Never,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Past 4 Weeks,Yesterday,Never,Past 4 Weeks,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never
60678724,Never,Yesterday,Yesterday,Yesterday,Past 7 Days,Never,Never,Never,Past 7 Days,Yesterday,Yesterday,Yesterday,Never,Past 12 Months,Past 4 Weeks,Yesterday,Past 12 Months,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 4 Weeks
60678808,Never,Never,Never,Never,Yesterday,Never,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Yesterday,Never,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 4 Weeks,Never
60678809,Past 4 Weeks,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 7 Days,Never,Past 12 Months,Past 12 Months,Never,Past 7 Days,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Yesterday
60678810,Never,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Past 4 Weeks
60678811,Never,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Never,Past 7 Days,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 7 Days,Never,Never,Past 12 Months,Past 4 Weeks,Never,Never,Never,Never
60678812,Past 4 Weeks,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Past 7 Days,Yesterday,Never,Yesterday,Past 4 Weeks,Never,Yesterday,Never,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Yesterday,Never,Yesterday,Never
60678813,Never,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Never,Past 4 Weeks,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Past 7 Days,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never
60678814,Past 12 Months,Past 7 Days,Never,Never,Past 7 Days,Never,Past 7 Days,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Never,Past 4 Weeks,Past 12 Months,Never,Never,Never,Never
60679397,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months,Never,Never,Yesterday
60679465,Never,Never,Never,Never,Yesterday,Past 12 Months,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Yesterday,Never,Yesterday,Never,Never,Past 7 Days,Never,Never,Never,Never,Past 4 Weeks,Past 12 Months,Yesterday,Never
60679466,Past 12 Months,Yesterday,Never,Never,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Never,Yesterday,Past 12 Months,Past 12 Months,Never,Never,Past 7 Days,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never
60679467,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Past 7 Days,Yesterday,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Never,Past 7 Days,Past 12 Months,Never,Past 4 Weeks,Never,Past 7 Days,Past 12 Months,Past 12 Months,Yesterday
60680735,Past 12 Months,Yesterday,Never,Never,Yesterday,Past 12 Months,Yesterday,Never,Never,Never,Past 12 Months,Yesterday,Never,Never,Never,Yesterday,Never,Never,Past 12 Months,Never,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
60680736,Yesterday,Past 12 Months,Never,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Past 7 Days,Yesterday,Never,Past 12 Months,Never,Never,Past 7 Days,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never
60681500,Past 12 Months,Yesterday,Never,Never,Yesterday,Never,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Past 12 Months,Never,Never,Never,Never,Never,Never,Never
60681501,Never,Past 7 Days,Never,Never,Past 4 Weeks,Never,Past 7 Days,Never,Never,Never,Never,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60681502,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Never,Yesterday,Never,Never,Never,Yesterday,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 7 Days,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Past 12 Months,Past 12 Months
60681503,Past 12 Months,Past 4 Weeks,Never,Never,Yesterday,Never,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Past 7 Days,Past 7 Days,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never
60681504,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Past 7 Days,Never,Never,Never,Never,Past 7 Days,Never,Never,Past 7 Days,Past 7 Days,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60683147,Past 7 Days,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Past 7 Days,Never,Past 12 Months,Yesterday
60683877,Past 12 Months,Yesterday,Never,Never,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Yesterday,Yesterday,Never,Never,Never,Past 12 Months,Never,Never,Never
60683880,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 7 Days,Past 7 Days,Past 12 Months,Yesterday,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Yesterday
60683881,Never,Past 12 Months,Never,Never,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Yesterday,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never
60683882,Never,Never,Never,Never,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
60683883,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 4 Weeks,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Yesterday
60683884,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Past 12 Months,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Yesterday
60685300,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 4 Weeks,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Never,Past 4 Weeks,Past 7 Days,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Past 7 Days,Never,Never,Past 12 Months
60685301,Yesterday,Past 4 Weeks,Yesterday,Never,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 12 Months,Past 4 Weeks,Past 7 Days,Past 12 Months,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Yesterday
60685302,Past 4 Weeks,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 7 Days,Yesterday,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Never,Never,Past 4 Weeks,Past 7 Days
60685303,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 4 Weeks,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Never,Past 7 Days,Past 4 Weeks
60685304,Past 7 Days,Past 7 Days,Never,Never,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Past 7 Days,Never,Never,Never
60685305,Never,Past 7 Days,Never,Never,Yesterday,Past 12 Months,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Never,Never,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 7 Days,Never,Past 7 Days,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Never
60685306,Past 12 Months,Yesterday,Past 7 Days,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Past 12 Months,Past 4 Weeks,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months,Never,Past 7 Days,Past 12 Months
60685307,Never,Never,Never,Never,Yesterday,Never,Past 12 Months,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60685545,Past 12 Months,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Never,Never,Never,Past 4 Weeks,Never,Past 12 Months,Past 12 Months
