SbjNum,Monthly or Quarterly Magazines Ever Read,Other Monthly or Quarterly Magazines Ever Read,Beauty Magazine,The Marketer,Farmers Magazine,Zambian Woman,Strikers Magazine,Sport Light Magazine,Bulletin and Record,Corporate Face,The Zambian Marketer,Nkhani Kulture,Media 4 Africa,LIF (Let it Flow),Nkwazi in Flight,Solwezi Today,ZBC,The Entrepreneur,Commercial Gazette,Partners Guide,Low Down,The Agent,{0},None,Don't Know,Beauty Magazine,The Marketer,Farmers Magazine,Zambian Woman,Strikers Magazine,Sport Light Magazine,Bulletin and Record,Corporate Face,The Zambian Marketer,Nkhani Kulture,Media 4 Africa,LIF (Let it Flow),Nkwazi in Flight,Solwezi Today,ZBC,The Entrepreneur,Commercial Gazette,Partners Guide,Low Down,The Agent,{0},None,Don't Know
60685307,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60685545,Bulletin and Record, ,,,,,,,Last month,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,
60685719,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60685720,Beauty Magazine, ,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
60685721,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60685722,"Beauty Magazine,Others","pick n pay,shoprite",Longer Ago,,,,,,,,,,,,,,,,,,,,Longer Ago,,,4,,,,,,,,,,,,,,,,,,,,4,,
60685770,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60685771,Others,shoprite,,,,,,,,,,,,,,,,,,,,,Last month,,,,,,,,,,,,,,,,,,,,,,,4,,
60685772,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60687020,Beauty Magazine, ,Last month,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
60688035,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60688036,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60688037,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60688038,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60688039,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60688040,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60688170,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60688783,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60688784,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60688785,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60688786,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60688787,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60688913,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60688914,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60689747,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60689748,Others,news makers,,,,,,,,,,,,,,,,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,3,,
60689990,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60689991,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60689992,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60689993,"The Marketer,The Entrepreneur", ,,Last month,,,,,,,,,,,,,,Last month,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,
60689994,The Entrepreneur, ,,,,,,,,,,,,,,,,Last month,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
60689995,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60690699,"Beauty Magazine,ZBC,Others",pep stores,Longer Ago,,,,,,,,,,,,,,Longer Ago,,,,,,Last month,,,4,,,,,,,,,,,,,,4,,,,,,3,,
60700170,Others,church magazine,,,,,,,,,,,,,,,,,,,,,Last month,,,,,,,,,,,,,,,,,,,,,,,1,,
60701172,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60701173,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60701174,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60701698,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60703098,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60704336,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60704660,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60704849,Others,Jehovah's witnesse magazine,,,,,,,,,,,,,,,,,,,,,Last month,,,,,,,,,,,,,,,,,,,,,,,4,,
60704850,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60704851,Others,Jehovah's witness magazine,,,,,,,,,,,,,,,,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,10+,,
60704852,Beauty Magazine, ,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
60704853,Beauty Magazine, ,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
60705089,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60705414,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60705591,Strikers Magazine, ,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
60706070,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60706523,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60706990,"Beauty Magazine,The Marketer", ,Last month,Last month,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,
60706991,"Beauty Magazine,Zambian Woman,The Zambian Marketer,The Entrepreneur", ,Longer Ago,,,Longer Ago,,,,,Longer Ago,,,,,,,Longer Ago,,,,,,,,4,,,4,,,,,4,,,,,,,4,,,,,,,
60707103,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60707458,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60707797,Others,awake by Jehovah's Witnesses,,,,,,,,,,,,,,,,,,,,,Last month,,,,,,,,,,,,,,,,,,,,,,,2,,
60707843,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60707844,Strikers Magazine, ,,,,,Last month,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
60707845,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60708279,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60708284,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60708515,Farmers Magazine, ,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
60708516,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60708517,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60708518,Others,awaken,,,,,,,,,,,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,5,,
60709320,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60709856,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60709863,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60710335,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60710946,Others,you magazine,,,,,,,,,,,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,4,,
60711133,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60711134,Others,Church magazine,,,,,,,,,,,,,,,,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,2,,
60711135,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60711381,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60711387,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60711777,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60711778,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60711779,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60711780,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60711781,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60711782,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60711783,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60712007,Others,awake by Jehovah's Witnesses,,,,,,,,,,,,,,,,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,1,,
60712336,Beauty Magazine, ,Last month,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
60712972,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60712973,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60712974,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60712975,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60712976,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60712977,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60712978,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60712979,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60712980,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60713030,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60713031,Others,Awake,,,,,,,,,,,,,,,,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,10+,,
60713032,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60713033,Others,Awake,,,,,,,,,,,,,,,,,,,,,2-3 days ago,,,,,,,,,,,,,,,,,,,,,,,10+,,
60713034,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60713268,Others,ds tv guide magazine,,,,,,,,,,,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,1,,
60713269,Farmers Magazine, ,,,2-3 days ago,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
60713270,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60713271,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60713272,Beauty Magazine, ,Last month,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
60713273,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60713274,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60713275,Beauty Magazine, ,Last month,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
60713276,Others,new apostolic magazine,,,,,,,,,,,,,,,,,,,,,2-3 days ago,,,,,,,,,,,,,,,,,,,,,,,5,,
60713726,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60713732,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60713733,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60713734,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60713735,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60713895,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60713934,Sport Light Magazine, ,,,,,,Last month,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
60714232,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60715045,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60715414,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60716559,Beauty Magazine, ,Last month,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
60716616,Others,awake by Jehovah's Witnesses,,,,,,,,,,,,,,,,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,6,,
60717354,Beauty Magazine, ,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
60719856,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60719857,Others,sports magazine,,,,,,,,,,,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,2,,
60719858,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60719859,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60719860,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60719861,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60719862,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60719863,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60719864,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60719884,Bulletin and Record, ,,,,,,,Last month,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
60719885,Others,Watch Tower,,,,,,,,,,,,,,,,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,1,,
60719886,"Beauty Magazine,Others",Health,Longer Ago,,,,,,,,,,,,,,,,,,,,Longer Ago,,,2,,,,,,,,,,,,,,,,,,,,2,,
60719887,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60720613,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60720614,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60720615,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60720616,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60720617,Others,Watch Tower Magazine  (Jehovah's witness),,,,,,,,,,,,,,,,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,10+,,
60720618,Others,Mine and Church Magazines,,,,,,,,,,,,,,,,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,10+,,
60720619,Beauty Magazine, ,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
60720620,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60720621,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60722383,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60722384,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60722385,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60722386,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60722387,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60722388,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60724803,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60724804,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60724805,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60724806,Others,magazines about clothes,,,,,,,,,,,,,,,,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,10+,,
60724807,Others,Hoborne magazine,,,,,,,,,,,,,,,,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,10+,,
60724808,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60724809,Others,Jehovah's witnesses magazine,,,,,,,,,,,,,,,,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,5,,
60724810,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60725305,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60726250,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60726251,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60726252,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60726253,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60726254,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60726255,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60726256,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60726257,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60726258,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60726844,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60727074,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60727075,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60727076,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60727077,Beauty Magazine, ,Last month,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
60727078,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60727079,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60727080,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60727081,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60730747,Others,peps stores,,,,,,,,,,,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,3,,
60730748,"Beauty Magazine,Zambian Woman,Others",game,Longer Ago,,,Longer Ago,,,,,,,,,,,,,,,,,Last month,,,4,,,2,,,,,,,,,,,,,,,,,3,,
60730749,"Beauty Magazine,Others", spar and pick n pay,Longer Ago,,,,,,,,,,,,,,,,,,,,Last month,,,4,,,,,,,,,,,,,,,,,,,,3,,
60730750,"Beauty Magazine,Sport Light Magazine,Others",shoprite,Longer Ago,,,,,Longer Ago,,,,,,,,,,,,,,,Last month,,,3,,,,,3,,,,,,,,,,,,,,,3,,
60736141,Strikers Magazine, ,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
60736738,"Beauty Magazine,Zambian Woman", ,Last month,,,Longer Ago,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
60736739,Beauty Magazine, ,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
60738754,"Farmers Magazine,The Zambian Marketer", ,,,Last month,,,,,,Longer Ago,,,,,,,,,,,,,,,,,7,,,,,,2,,,,,,,,,,,,,,
60739590,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60740056,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60740668,Others,awake by Jehovah's Witnesses,,,,,,,,,,,,,,,,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,10+,,
60741310,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60741340,Others,Awake magazine.,,,,,,,,,,,,,,,,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,10+,,
60741415,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60741417,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60742008,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60742046,Others,awake by Jehovah's Witnesses,,,,,,,,,,,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,3,,
60742565,Others,icengelo,,,,,,,,,,,,,,,,,,,,,2-3 days ago,,,,,,,,,,,,,,,,,,,,,,,2,,
60742566,Others,peoples choice,,,,,,,,,,,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,1,,
60742572,"Strikers Magazine,Sport Light Magazine,Media 4 Africa,Partners Guide", ,,,,,Last month,4-7 days ago,,,,,Last month,,,,,,,Don't Know/ Can’t Remember,,,,,,,,,,1,1,,,,,1,,,,,,,1,,,,,
60743057,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60743161,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60743325,Beauty Magazine, ,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
60743326,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60743327,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60743764,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60743838,"Farmers Magazine,The Entrepreneur", ,,,4-7 days ago,,,,,,,,,,,,,4-7 days ago,,,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,
60743839,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60743840,Others,awake,,,,,,,,,,,,,,,,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,10+,,
60744513,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60744929,"Beauty Magazine,Others",marriage magazine,4-7 days ago,,,,,,,,,,,,,,,,,,,,2-3 days ago,,,2,,,,,,,,,,,,,,,,,,,,1,,
60744930,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60744986,Others,church magazine,,,,,,,,,,,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,1,,
60744987,Farmers Magazine, ,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
60745142,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60745321,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60745322,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60745323,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60745324,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60745325,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60745443,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60745444,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60745445,The Entrepreneur, ,,,,,,,,,,,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
60745446,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60745447,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60745448,Others,"Jehovah's witness/ awake,tracts",,,,,,,,,,,,,,,,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,4,,
60745449,Others,Jehovah's witness magazines,,,,,,,,,,,,,,,,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,3,,
60745450,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60745451,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60745881,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
