SbjNum,Monthly or Quarterly Magazines Ever Read,Other Monthly or Quarterly Magazines Ever Read,Beauty Magazine,The Marketer,Farmers Magazine,Zambian Woman,Strikers Magazine,Sport Light Magazine,Bulletin and Record,Corporate Face,The Zambian Marketer,Nkhani Kulture,Media 4 Africa,LIF (Let it Flow),Nkwazi in Flight,Solwezi Today,ZBC,The Entrepreneur,Commercial Gazette,Partners Guide,Low Down,The Agent,{0},None,Don't Know,Beauty Magazine,The Marketer,Farmers Magazine,Zambian Woman,Strikers Magazine,Sport Light Magazine,Bulletin and Record,Corporate Face,The Zambian Marketer,Nkhani Kulture,Media 4 Africa,LIF (Let it Flow),Nkwazi in Flight,Solwezi Today,ZBC,The Entrepreneur,Commercial Gazette,Partners Guide,Low Down,The Agent,{0},None,Don't Know
60588169,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60588170,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60588790,Farmers Magazine, ,,,2-3 days ago,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
60588791,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60588792,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60588793,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60588794,Others,kwatu life,,,,,,,,,,,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,None,,
60588795,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60588796,Farmers Magazine, ,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,
60588797,Others,witness magazine,,,,,,,,,,,,,,,,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,2,,
60595421,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60595422,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60595423,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60595424,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60595425,"Beauty Magazine,The Zambian Marketer,The Entrepreneur", ,Last month,,,,,,,,Last month,,,,,,,Last month,,,,,,,,4,,,,,,,,4,,,,,,,4,,,,,,,
60595426,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60595927,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60595928,"Beauty Magazine,Sport Light Magazine", ,Last month,,,,,Yesterday,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,
60595929,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60595930,Sport Light Magazine, ,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
60595931,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60596170,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60596171,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60596986,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60597315,The Marketer, ,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
60597711,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60597809,Sport Light Magazine, ,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
60598338,Sport Light Magazine, ,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
60598428,Beauty Magazine, ,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
60598577,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60598761,Others,awake by Jehovah's Witnesses,,,,,,,,,,,,,,,,,,,,,2-3 days ago,,,,,,,,,,,,,,,,,,,,,,,10+,,
60598987,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60599173,Farmers Magazine, ,,,Last month,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
60599271,The Marketer, ,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
60599272,"Beauty Magazine,Zambian Woman,Strikers Magazine", ,Longer Ago,,,Longer Ago,Longer Ago,,,,,,,,,,,,,,,,,,,5,,,3,3,,,,,,,,,,,,,,,,,,
60599944,Others,Speak out,,,,,,,,,,,,,,,,,,,,,2-3 days ago,,,,,,,,,,,,,,,,,,,,,,,4,,
60600028,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60600214,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60600380,Others,awake by Jehovah's Witnesses,,,,,,,,,,,,,,,,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,7,,
60600483,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60600600,Beauty Magazine, ,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
60600703,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60600876,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60600992,Others,Jelita and Mulenga,,,,,,,,,,,,,,,,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,1,,
60601247,The Entrepreneur, ,,,,,,,,,,,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
60601393,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60601394,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60601395,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60601396,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60601397,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60601398,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60601399,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60601601,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60601635,Others,awake by Jehovah's Witnesses,,,,,,,,,,,,,,,,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,2,,
60601686,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60601687,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60601857,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60602111,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60602198,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60602199,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60602219,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60602793,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60602799,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60602800,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60602801,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60602802,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60602803,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60602804,The Entrepreneur, ,,,,,,,,,,,,,,,,2-3 days ago,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
60602805,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60603035,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60603366,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60603515,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60603893,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60604174,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60605690,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60605691,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60605819,Others,Awake,,,,,,,,,,,,,,,,,,,,,2-3 days ago,,,,,,,,,,,,,,,,,,,,,,,10+,,
60605947,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60606204,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60606205,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60606294,"Beauty Magazine,Farmers Magazine", ,Longer Ago,,Don't Know/ Can’t Remember,,,,,,,,,,,,,,,,,,,,,None,,None,,,,,,,,,,,,,,,,,,,,
60606891,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60606892,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60606893,Farmers Magazine, ,,,2-3 days ago,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,
60606894,Bulletin and Record, ,,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
60606895,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60606896,The Entrepreneur, ,,,,,,,,,,,,,,,,2-3 days ago,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
60607037,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60607295,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60607296,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60607297,Beauty Magazine, ,Don't Know/ Can’t Remember,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
60607298,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60607299,Beauty Magazine, ,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
60607300,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60607363,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60607364,"Zambian Woman,Sport Light Magazine", ,,,,Last month,,Longer Ago,,,,,,,,,,,,,,,,,,,,,5,,4,,,,,,,,,,,,,,,,,
60607365,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60607366,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60607482,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60607751,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60607752,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60607753,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60607754,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60607755,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60608386,Beauty Magazine, ,2-3 days ago,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
60608388,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60608389,"Beauty Magazine,Others",cosmetics,Longer Ago,,,,,,,,,,,,,,,,,,,,Longer Ago,,,2,,,,,,,,,,,,,,,,,,,,10+,,
60608390,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60608391,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60608392,Beauty Magazine, ,Don't Know/ Can’t Remember,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,
60608393,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60608394,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60608395,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60608396,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60608397,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60608398,Others,awake church magazine,,,,,,,,,,,,,,,,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,10+,,
60608400,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60608401,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60608434,"Farmers Magazine,Sport Light Magazine,Commercial Gazette", ,,,Yesterday,,,Yesterday,,,,,,,,,,,Yesterday,,,,,,,,,3,,,4,,,,,,,,,,,3,,,,,,
60608645,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60610456,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60610620,Beauty Magazine, ,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
60610939,Beauty Magazine, ,Last month,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
60610940,Others,pick n pay,,,,,,,,,,,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,1,,
60611000,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60611001,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60611002,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60611003,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60611004,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60611355,"Beauty Magazine,Others",Kwatu,Last month,,,,,,,,,,,,,,,,,,,,Longer Ago,,,1,,,,,,,,,,,,,,,,,,,,2,,
60611356,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60611357,Others,Men's Health,,,,,,,,,,,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,3,,
60611358,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60611721,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60612536,Others,speak out,,,,,,,,,,,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,None,,
60612537,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60612538,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60612539,Strikers Magazine, ,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,
60612540,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60612541,Commercial Gazette, ,,,,,,,,,,,,,,,,,Last month,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,
60612542,Farmers Magazine, ,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
60612959,Others,"Drums, scaping of thr houses",,,,,,,,,,,,,,,,,,,,,Don't Know/ Can’t Remember,,,,,,,,,,,,,,,,,,,,,,,3,,
60612960,"Strikers Magazine,Bulletin and Record", ,,,,,Last month,,Last month,,,,,,,,,,,,,,,,,,,,,10+,,10+,,,,,,,,,,,,,,,,
60612961,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60612962,Others,news magazine,,,,,,,,,,,,,,,,,,,,,4-7 days ago,,,,,,,,,,,,,,,,,,,,,,,10+,,
60613041,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60613042,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60613043,Others,Lifestyle magazine,,,,,,,,,,,,,,,,,,,,,Don't Know/ Can’t Remember,,,,,,,,,,,,,,,,,,,,,,,4,,
60613044,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60613045,Others,Religious magazine,,,,,,,,,,,,,,,,,,,,,2-3 days ago,,,,,,,,,,,,,,,,,,,,,,,3,,
60613046,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60615792,Strikers Magazine, ,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,
60616146,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60616147,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60616148,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60616149,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60616847,Beauty Magazine, ,Last month,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
60617258,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60617259,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60617260,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60617261,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60617262,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60617263,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60617264,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60617265,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60617266,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60617267,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60618128,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60618176,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60618441,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60618442,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60618443,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60618444,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60618445,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60618446,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60618447,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60618448,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60623913,Beauty Magazine, ,Last month,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
60625343,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60626413,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60627779,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60627780,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60627781,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60627782,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60627783,Farmers Magazine, ,,,Last month,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
60628614,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60628615,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60628616,Others,drum,,,,,,,,,,,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,2,,
60628617,"Zambian Woman,The Entrepreneur", ,,,,Last month,,,,,,,,,,,,Longer Ago,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
60628618,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60628705,Beauty Magazine, ,Last month,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
60628706,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60628707,"Beauty Magazine,Others",Afro bride,Last month,,,,,,,,,,,,,,,,,,,,Last month,,,9,,,,,,,,,,,,,,,,,,,,9,,
60628708,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60628960,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60629472,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60629587,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60629588,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60630098,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60630476,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60630663,Others,awake by Jehovah's Witnesses,,,,,,,,,,,,,,,,,,,,,2-3 days ago,,,,,,,,,,,,,,,,,,,,,,,8,,
60631638,The Marketer, ,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
60632056,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60633114,Media 4 Africa, ,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
60633115,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60633132,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60633196,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60633197,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60633198,"Sport Light Magazine,Partners Guide,Others",lifestyle maga,,,,,,Last month,,,,,,,,,,,,Last month,,,2-3 days ago,,,,,,,,3,,,,,,,,,,,,4,,,6,,
60633199,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60633440,"Farmers Magazine,Sport Light Magazine,Bulletin and Record", ,,,Last month,,,Longer Ago,Longer Ago,,,,,,,,,,,,,,,,,,,5,,,3,4,,,,,,,,,,,,,,,,
60633536,Others,Agri coop,,,,,,,,,,,,,,,,,,,,,Yesterday,,,,,,,,,,,,,,,,,,,,,,,10+,,
60633751,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60634131,The Zambian Marketer, ,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
60634132,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60634133,Media 4 Africa, ,,,,,,,,,,,Longer Ago,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
60634401,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60634402,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60634403,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60634404,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60634405,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60634406,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60634423,Don't Know, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60634971,None, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60635334,"The Marketer,Farmers Magazine,Sport Light Magazine,The Zambian Marketer,Nkhani Kulture,Solwezi Today,The Entrepreneur", ,,Longer Ago,Longer Ago,,,Last month,,,4-7 days ago,Longer Ago,,,,Last month,,Longer Ago,,,,,,,,,4,2,,,5,,,5,6,,,,5,,6,,,,,,,
