SbjNum,TV Prompted Awareness,Ever Watched TV Channels,TV Watched (Yesterday),TV Watched (P7D - Past 7 Days),TV Watched (P4W) - Past 4 Weeks,TV Watched (P12M) - Past 12 Months
60825710,"Disney XD,Eva English,Jim Jam,Mzansi,Sony Max,Diamond","African Magic, Zambezi Magic,Telemundo,Zee World","Telemundo,Zee World","African Magic, Zambezi Magic,Telemundo,Zee World","African Magic, Zambezi Magic,Telemundo,Zee World","African Magic, Zambezi Magic,Telemundo,Zee World"
60825711,Animal Planet,"African Magic, Zambezi Magic,Prime Television,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic","African Magic, Zambezi Magic,Prime Television,SuperSport 1,SuperSport 2,Telemundo,Zee World","African Magic, Zambezi Magic,Prime Television,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,Prime Television,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
60825712,Fox Crime,"African Magic, Zambezi Magic,Emmanuel TV,Eva English,SuperSport 1,SuperSport 2,SuperSport 3,Zee World","SuperSport 1,SuperSport 2","African Magic, Zambezi Magic,Emmanuel TV,Eva English,SuperSport 1,SuperSport 2,SuperSport 3,Zee World","African Magic, Zambezi Magic,Emmanuel TV,Eva English,SuperSport 1,SuperSport 2,SuperSport 3,Zee World","African Magic, Zambezi Magic,Emmanuel TV,Eva English,SuperSport 1,SuperSport 2,SuperSport 3,Zee World"
60825713,"RTV,Diamond","African Magic, Zambezi Magic,Amnet,Emmanuel TV,E-Stars,Life TV,RTV,Star KungFu 1,ZNBC TV2,ZNBC TV1","Emmanuel TV,E-Stars,RTV,Star KungFu 1","African Magic, Zambezi Magic,Amnet,Emmanuel TV,E-Stars,Life TV,RTV,Star KungFu 1,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Amnet,Emmanuel TV,E-Stars,Life TV,RTV,Star KungFu 1,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Amnet,Emmanuel TV,E-Stars,Life TV,RTV,Star KungFu 1,ZNBC TV2,ZNBC TV1"
60825714,"Africa Unite,African Magic, Zambezi Magic,B4U Movies,BBC World News,CBC TV,Disney XD,E! Entertainment,Emmanuel TV,Eva English,Fashion One,Fashion TV,Fox,Jim Jam,M-Net Movies Zone,National Geographic Channel,Nickelodeon,Prime Television,QTV Zambia,RTV,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,Emmanuel TV,Jim Jam,National Geographic Channel,Zee World","African Magic, Zambezi Magic","African Magic, Zambezi Magic,Emmanuel TV,Zee World","African Magic, Zambezi Magic,Emmanuel TV,Jim Jam,National Geographic Channel,Zee World","African Magic, Zambezi Magic,Emmanuel TV,Jim Jam,National Geographic Channel,Zee World"
60826402,"Emmanuel TV,ZNBC TV2,ZNBC TV3","Emmanuel TV,ZNBC TV2,ZNBC TV3,ZNBC TV1",ZNBC TV1,ZNBC TV1,ZNBC TV1,"Emmanuel TV,ZNBC TV2,ZNBC TV3,ZNBC TV1"
60826403,"BBC World News,Emmanuel TV,Muvi TV,TBN","BBC World News,Emmanuel TV,Muvi TV,TBN,ZNBC TV2,ZNBC TV1",ZNBC TV1,"ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","BBC World News,Emmanuel TV,Muvi TV,TBN,ZNBC TV2,ZNBC TV1"
60826404,ZNBC TV2,"ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1",ZNBC TV1,"ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1"
60826405,"QTV Zambia,Sky News,TBN","BBC World News,Muvi TV,QTV Zambia,Sky News,TBN,ZNBC TV2,ZNBC TV3,ZNBC TV1",ZNBC TV1,ZNBC TV1,"ZNBC TV2,ZNBC TV1","BBC World News,Muvi TV,QTV Zambia,Sky News,TBN,ZNBC TV2,ZNBC TV3,ZNBC TV1"
60826443,"Muvi Muvis,Muvi Novela,Muvi TV,SuperSport 9","Muvi Muvis,Muvi Novela,Muvi TV,SuperSport 9,ZNBC TV2,ZNBC TV1",ZNBC TV1,"ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","Muvi Muvis,Muvi Novela,Muvi TV,SuperSport 9,ZNBC TV2,ZNBC TV1"
60826444,"African Magic, Zambezi Magic,Al Jazeera,Zee World","African Magic, Zambezi Magic,Al Jazeera,Muvi Muvis,Muvi TV,TBN,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1",ZNBC TV1,ZNBC TV1,ZNBC TV1,"African Magic, Zambezi Magic,Al Jazeera,Muvi Muvis,Muvi TV,TBN,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1"
60826445,Muvi TV,"Muvi TV,ZNBC TV2,ZNBC TV1",ZNBC TV1,ZNBC TV1,"ZNBC TV2,ZNBC TV1","Muvi TV,ZNBC TV2,ZNBC TV1"
60826446,Emmanuel TV,"Emmanuel TV,Muvi Muvis,Muvi Prism Africa,Muvi TV,Star Africa 2,Star Bollywood,Star Chinese 2,Star KungFu 1,Star Movies 1,Star Movies 1 +2Hrs,Star Novela E1,Star Novela E3,Star One,Star Plus,Star Series E1,Star Zone- movies,SuperSport 8,SuperSport 9,TBN,ZNBC TV2,ZNBC TV3,ZNBC TV1",ZNBC TV1,"Star Movies 1,ZNBC TV1","Star Movies 1,ZNBC TV1","Emmanuel TV,Muvi Muvis,Muvi Prism Africa,Muvi TV,Star Africa 2,Star Bollywood,Star Chinese 2,Star KungFu 1,Star Movies 1,Star Movies 1 +2Hrs,Star Novela E1,Star Novela E3,Star One,Star Plus,Star Series E1,Star Zone- movies,SuperSport 8,SuperSport 9,TBN,ZNBC TV2,ZNBC TV3,ZNBC TV1"
60826447,TBN,"TBN,ZNBC TV2,ZNBC TV1",ZNBC TV1,ZNBC TV1,"TBN,ZNBC TV2,ZNBC TV1","TBN,ZNBC TV2,ZNBC TV1"
60826815,"SuperSport,TBN,TCM,Telemundo,Trace Muzik,Trace Urban,Travel Channel,Zee Cinema","BET,Boomerang,Cartoon network,Channel O,City Channel Cable Network TV,Crime + Investigation,Discovery Channel,Discovery Family,Discovery IDX,Discovery Science,Disney Channel,E! Entertainment,Fox,Fox Entertainment,ID Investigation Discovery,SuperSport,Trace Muzik,Trace Urban,Travel Channel",Trace Muzik,"ID Investigation Discovery,Trace Muzik","Discovery Science,Fox,ID Investigation Discovery,Trace Muzik","Discovery Science,Fox,Fox Entertainment,ID Investigation Discovery,Trace Muzik,Trace Urban"
60826856,,,,,,
60831230,"ZNBC TV2,ZNBC TV3,ZNBC TV1","E! Entertainment,Food Network,Fox,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Family,MTV Base,Muvi TV,Mzansi,Nickelodeon,ZNBC TV2,ZNBC TV1",Mzansi,"E! Entertainment,M-Net Movies Action,M-Net Movies Action +,Mzansi","E! Entertainment,M-Net Movies Action,M-Net Movies Action +,Mzansi","E! Entertainment,Food Network,Fox,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Family,MTV Base,Muvi TV,Mzansi,Nickelodeon,ZNBC TV2,ZNBC TV1"
60831231,"QTV Zambia,SuperSport,TBN","Discovery Channel,MTV Base,SuperSport",Discovery Channel,Discovery Channel,"Discovery Channel,MTV Base,SuperSport","Discovery Channel,MTV Base,SuperSport"
60832103,"BBC World News,E Africa,E! Entertainment,M-Net,M-Net Movies Action,Mzansi,Nat Geo Wild,One Gospel,Prime Television,QTV Zambia,Star Zone- movies,SuperSport,Telemundo,Trace Urban,Vuzu,Zee Cinema,Zee World,ZNBC TV3,ZNBC TV1","BBC World News,E Africa,E! Entertainment,Muvi TV,Nat Geo Wild,Prime Television,Star Zone- movies,Telemundo,Zee World,ZNBC TV2,ZNBC TV1",ZNBC TV1,ZNBC TV1,"Nat Geo Wild,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","BBC World News,E Africa,E! Entertainment,Muvi TV,Nat Geo Wild,Prime Television,Star Zone- movies,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60832104,"African Magic, Zambezi Magic,Al Jazeera,BBC World News,Boomerang,Cartoon network,Chipata,M-Net Movies Zone,MTV,Muvi TV,Mzansi,Nat Geo Wild,Nickelodeon,One Gospel,Prime Television,QTV Zambia,Studio Universal,TBN,Telemundo,Zee Cinema,ZNBC TV3,Diamond","Chipata,Prime Television,QTV Zambia,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","Telemundo,Zee World,ZNBC TV2,ZNBC TV1","Prime Television,QTV Zambia,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60832105,"Chipata,Telemundo,Zee World,ZNBC TV2","Chipata,Telemundo,Zee World,ZNBC TV2,ZNBC TV1",ZNBC TV1,ZNBC TV1,ZNBC TV1,"Chipata,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60832106,"African Magic, Zambezi Magic,Al Jazeera,BBC World News,Channel O,Chipata,CNN,SuperSport,Telemundo,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Channel O,Chipata,CNN,SuperSport,Telemundo,Zee World,ZNBC TV2,ZNBC TV1",ZNBC TV1,ZNBC TV1,"Chipata,Telemundo,ZNBC TV1","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Channel O,Chipata,CNN,SuperSport,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60832107,"Chipata,Emmanuel TV,Prime Television,QTV Zambia,Star KungFu 1,Telemundo,Zee World,Diamond","African Magic, Zambezi Magic,Chipata,Emmanuel TV,Prime Television,QTV Zambia,Telemundo,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,Diamond",ZNBC TV1,ZNBC TV1,ZNBC TV1,"African Magic, Zambezi Magic,Emmanuel TV,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60832108,"Africa Unite,African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,BBC World News,CBS TV,Channel O,Chipata,CNN,E Africa,Emmanuel TV,Hope Channel,Jim Jam,Muvi TV,Nat Geo Wild,Prime Television,QTV Zambia,Star KungFu 1,Star Zone- movies,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV1",,,,,
60832109,"ZNBC TV2,ZNBC TV1",,,,,
60832110,,,,,,
60832260,"Africa Unite,African Magic, Zambezi Magic,E! Entertainment,Fashion TV,Fox,Fox Sports,Muvi TV,Supersport Blitz,Telemundo,Zee World,ZNBC TV3,Diamond","Disney XD,E Africa,E! Entertainment,Emmanuel TV,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Stars,M-Net Movies Zone,MTV Base,Muvi TV,Nat Geo Wild,QTV Zambia,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Supersport Blitz,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond",ZNBC TV1,ZNBC TV1,"SuperSport 1,SuperSport Select,Zee World,ZNBC TV1","Disney XD,E Africa,E! Entertainment,Emmanuel TV,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Stars,M-Net Movies Zone,MTV Base,Muvi TV,Nat Geo Wild,QTV Zambia,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Supersport Blitz,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
60832261,"African Movie Channel (AMC),Al Jazeera,B4U Movies,BBC World News,BET,BET International,Bloomberg,Boomerang,Cartoon network,CBC TV,Combo,Discovery Channel,Discovery Family,Disney XD,Eva English,Fashion TV,Fox Movies +2,M-Net,M-Net Movies Premier,Nick Jr,Novela E1,POP,Prism Africa,Star Novela E1,Star Novela E3,Trace Gospel,Trace Muzik,Trace Urban,True Movies 1,Zee Cinema,Diamond","African Magic, Zambezi Magic,B4U Movies,BBC Lifestyle,BET,BET International,Bloomberg,Bollywood,Boomerang,Cartoon network,CBC TV,Channel O,Combo,Discovery Channel,Discovery Family,Disney XD,E Africa,E! Entertainment,Emmanuel TV,Eva English,Fashion One,Fashion TV,Fox Movies +2,Hope Channel,Jim Jam,MBC,M-Net,M-Net Movies Premier,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,MTV Base,National Geographic Channel,Nick Jr,Nickelodeon,Novela E1,POP,Prime Television,Prism Africa,QTV Zambia,Star Novela E1,Star Novela E3,Telemundo,Trace Gospel,Trace Muzik,Trace Urban,True Movies 1,Zee Cinema,Zee World,ZNBC TV2,ZNBC TV1,Diamond","MTV Base,Telemundo,Zee World","Disney XD,MTV Base,Nickelodeon,Telemundo,Zee World","BBC Lifestyle,Disney XD,MTV Base,Nickelodeon,Telemundo,Trace Gospel,Trace Muzik,Zee World","African Magic, Zambezi Magic,B4U Movies,BBC Lifestyle,BET,BET International,Bloomberg,Bollywood,Boomerang,Cartoon network,CBC TV,Channel O,Combo,Discovery Channel,Discovery Family,Disney XD,E Africa,E! Entertainment,Emmanuel TV,Eva English,Fashion One,Fashion TV,Fox Movies +2,Hope Channel,Jim Jam,MBC,M-Net,M-Net Movies Premier,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,MTV Base,National Geographic Channel,Nick Jr,Nickelodeon,Novela E1,POP,Prime Television,Prism Africa,QTV Zambia,Star Novela E1,Star Novela E3,Telemundo,Trace Gospel,Trace Muzik,Trace Urban,True Movies 1,Zee Cinema,Zee World,ZNBC TV2,ZNBC TV1"
60845424,"African Magic, Zambezi Magic,Emmanuel TV,MTV Base,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Comedy Central,E Africa,E! Entertainment,Emmanuel TV,MTV Base,Prime Television,Sony Entertainment,Telemundo,Trace Urban,Zee World,ZNBC TV2,ZNBC TV1","Comedy Central,E Africa,E! Entertainment,MTV Base,ZNBC TV2","African Magic, Zambezi Magic,Comedy Central,E Africa,E! Entertainment,MTV Base,Telemundo,ZNBC TV2","African Magic, Zambezi Magic,Comedy Central,E Africa,E! Entertainment,MTV Base,Prime Television,Sony Entertainment,Telemundo,Trace Urban,Zee World,ZNBC TV2","African Magic, Zambezi Magic,Comedy Central,E Africa,E! Entertainment,Emmanuel TV,MTV Base,Prime Television,Sony Entertainment,Telemundo,Trace Urban,Zee World,ZNBC TV2,ZNBC TV1"
60845425,"BBC Earth,Nickelodeon","BBC Earth,Nat Geo Wild,National Geographic Channel,Nickelodeon,Prime Television,Trace Urban,ZNBC TV2,ZNBC TV1","Nat Geo Wild,National Geographic Channel,Prime Television,ZNBC TV1","Nickelodeon,Trace Urban","BBC Earth,Nat Geo Wild,National Geographic Channel,Nickelodeon,Prime Television,Trace Urban,ZNBC TV2,ZNBC TV1","BBC Earth,Nat Geo Wild,National Geographic Channel,Nickelodeon,Prime Television,Trace Urban,ZNBC TV2,ZNBC TV1"
60845426,"Prime Television,ZNBC TV2,ZNBC TV1","Channel O,MTV Base,Prime Television,Sony Max,Telemundo,ZNBC TV2,ZNBC TV1","Channel O,MTV Base,Sony Max,Telemundo","Channel O,MTV Base,Prime Television,Sony Max,Telemundo","Channel O,MTV Base,Prime Television,Sony Max,Telemundo,ZNBC TV2,ZNBC TV1","Channel O,MTV Base,Prime Television,Sony Max,Telemundo,ZNBC TV2,ZNBC TV1"
60845427,"M-Net Movies Action,M-Net Movies Zone,Zee Cinema","African Magic, Zambezi Magic,Channel O,E Africa,E! Entertainment,M-Net Movies Action,M-Net Movies Zone,Muvi TV,Prime Television,Trace Urban,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,E Africa,E! Entertainment,M-Net Movies Zone,Trace Urban,Zee World","African Magic, Zambezi Magic,E! Entertainment,M-Net Movies Action,M-Net Movies Zone,Muvi TV,Zee World","African Magic, Zambezi Magic,Channel O,E Africa,E! Entertainment,M-Net Movies Action,M-Net Movies Zone,Muvi TV,Prime Television,Trace Urban,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Channel O,E Africa,E! Entertainment,M-Net Movies Action,M-Net Movies Zone,Muvi TV,Prime Television,Trace Urban,Zee World,ZNBC TV2,ZNBC TV1"
60845428,"M-Net Movies Zone,Nat Geo Gold","Channel O,M-Net Movies Zone,MTV,MTV Base,Nat Geo Gold,Trace Urban,ZNBC TV2,ZNBC TV1","Channel O,MTV,MTV Base,Trace Urban","Channel O,MTV,MTV Base,Trace Urban","Channel O,M-Net Movies Zone,MTV,MTV Base,Nat Geo Gold,Trace Urban,ZNBC TV2,ZNBC TV1","Channel O,M-Net Movies Zone,MTV,MTV Base,Nat Geo Gold,Trace Urban,ZNBC TV2,ZNBC TV1"
60845429,"African Magic, Zambezi Magic","African Magic, Zambezi Magic,MTV Base,Prime Television,Telemundo,Zee World,ZNBC TV2,ZNBC TV1",Zee World,"MTV Base,Prime Television,Telemundo,Zee World","African Magic, Zambezi Magic,MTV Base,Prime Television,Telemundo,Zee World,ZNBC TV1","African Magic, Zambezi Magic,MTV Base,Prime Television,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60845430,"African Magic, Zambezi Magic,BBC World News","African Magic, Zambezi Magic,BBC World News,Emmanuel TV,Prime Television,Zee World,ZNBC TV2,ZNBC TV1,",Zee World,"Emmanuel TV,Prime Television,","African Magic, Zambezi Magic,BBC World News,Emmanuel TV,Prime Television,Zee World,ZNBC TV2,ZNBC TV1,","African Magic, Zambezi Magic,BBC World News,Emmanuel TV,Prime Television,Zee World,ZNBC TV2,ZNBC TV1,"
60845432,"Channel O,E Africa,E! Entertainment,MTV Base","Channel O,E Africa,E! Entertainment,M-Net Movies Action +,MTV Base,Prime Television,Q TV,Zee World,ZNBC TV2,ZNBC TV1,Diamond,","ZNBC TV2,ZNBC TV1","MTV Base,Prime Television,ZNBC TV2,ZNBC TV1","Channel O,E Africa,E! Entertainment,M-Net Movies Action +,MTV Base,Prime Television,Q TV,ZNBC TV2,ZNBC TV1,Diamond,","Channel O,E Africa,E! Entertainment,M-Net Movies Action +,MTV Base,Prime Television,Q TV,Zee World,ZNBC TV2,ZNBC TV1,Diamond,"
60845433,"African Magic, Zambezi Magic","African Magic, Zambezi Magic,Emmanuel TV,Muvi TV,Prime Television,ZNBC TV2,ZNBC TV1","Emmanuel TV,ZNBC TV2,ZNBC TV1","Emmanuel TV,ZNBC TV2,ZNBC TV1","Emmanuel TV,Prime Television,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Emmanuel TV,Muvi TV,Prime Television,ZNBC TV2,ZNBC TV1"
60845434,"Muvi TV,Prime Television,Q TV,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World","African Magic, Zambezi Magic,Muvi TV,Prime Television,Q TV,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Muvi TV,Prime Television,Q TV,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Muvi TV,Prime Television,Q TV,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60845435,"Prime Television,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,E Africa,Hope Channel,Prime Television,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic","African Magic, Zambezi Magic","African Magic, Zambezi Magic,E Africa,Hope Channel,Prime Television,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,E Africa,Hope Channel,Prime Television,Zee World,ZNBC TV2,ZNBC TV1"
60845443,"M-Net Movies Action,MTV Base,ZNBC TV2,ZNBC TV1","Disney Channel,Disney XD,M-Net Movies Action,MTV Base,Nick Jr,Nickelodeon,Studio Universal,Trace Urban,ZNBC TV2,ZNBC TV1","Disney Channel,MTV Base,Nickelodeon,Studio Universal,Trace Urban","Disney Channel,Disney XD,M-Net Movies Action,MTV Base,Nick Jr,Nickelodeon,Studio Universal,Trace Urban,ZNBC TV2,ZNBC TV1","Disney Channel,Disney XD,M-Net Movies Action,MTV Base,Nick Jr,Nickelodeon,Studio Universal,Trace Urban,ZNBC TV2,ZNBC TV1","Disney Channel,Disney XD,M-Net Movies Action,MTV Base,Nick Jr,Nickelodeon,Studio Universal,Trace Urban,ZNBC TV2,ZNBC TV1"
60845444,Nickelodeon,"African Magic, Zambezi Magic,Channel O,MTV,MTV Base,Nickelodeon,Sony Max,SuperSport 9,Telemundo,Trace Urban,Universal Channel,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Channel O,SuperSport 9,Trace Urban,ZNBC TV2","African Magic, Zambezi Magic,Channel O,MTV,MTV Base,Nickelodeon,Sony Max,SuperSport 9,Trace Urban","African Magic, Zambezi Magic,Channel O,MTV,MTV Base,Nickelodeon,Sony Max,SuperSport 9,Telemundo,Trace Urban,Universal Channel,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Channel O,MTV,MTV Base,Nickelodeon,Sony Max,SuperSport 9,Telemundo,Trace Urban,Universal Channel,Zee World,ZNBC TV2,ZNBC TV1"
60845445,Prime Television,"African Magic, Zambezi Magic,Channel O,Prime Television,Telemundo,Zee World,ZNBC TV2,ZNBC TV1",Zee World,"African Magic, Zambezi Magic,Channel O,Prime Television,Telemundo,Zee World,ZNBC TV2","African Magic, Zambezi Magic,Channel O,Prime Television,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Channel O,Prime Television,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60845446,"MTV,MTV Base,Muvi TV","African Magic, Zambezi Magic,MTV,MTV Base,Muvi TV,Nickelodeon,Prime Television,Q TV,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 9,Trace Urban,Zee World,ZNBC TV2,ZNBC TV1,","African Magic, Zambezi Magic,SuperSport 9,ZNBC TV1","African Magic, Zambezi Magic,MTV Base,Nickelodeon,Prime Television,Sony Max,SuperSport 1,SuperSport 9,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,MTV,MTV Base,Muvi TV,Nickelodeon,Prime Television,Q TV,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 9,Trace Urban,Zee World,ZNBC TV2,ZNBC TV1,","African Magic, Zambezi Magic,MTV,MTV Base,Muvi TV,Nickelodeon,Prime Television,Q TV,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 9,Trace Urban,Zee World,ZNBC TV2,ZNBC TV1,"
60845447,"E Africa,SuperSport 3","African Magic, Zambezi Magic,E Africa,Prime Television,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,ZNBC TV1","African Magic, Zambezi Magic,Prime Television,SuperSport 3,Zee World,ZNBC TV1","African Magic, Zambezi Magic,E Africa,Prime Television,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,E Africa,Prime Television,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
60845448,"African Magic, Zambezi Magic","African Magic, Zambezi Magic,ZNBC TV2,ZNBC TV1",ZNBC TV1,ZNBC TV1,"African Magic, Zambezi Magic,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,ZNBC TV2,ZNBC TV1"
60845875,"Animal Planet,National Geographic Channel","African Magic, Zambezi Magic,Animal Planet,BBC Brit,BBC World News,BET,Bollywood,Boomerang,Cartoon network,CBC TV,Channel O,CNN,Crime + Investigation,Discovery Channel,E Africa,E! Entertainment,National Geographic Channel,Prime Television,QTV Zambia,SuperSport 3,SuperSport 9,SuperSport Select,TBN,TCM,Telemundo,ZNBC TV2,ZNBC TV1,Diamond","Prime Television,ZNBC TV1","National Geographic Channel,Prime Television,QTV Zambia,ZNBC TV1","Animal Planet,BBC Brit,BBC World News,BET,National Geographic Channel,Prime Television,QTV Zambia,SuperSport 3,SuperSport 9,SuperSport Select,ZNBC TV2,ZNBC TV1,Diamond","Animal Planet,BBC World News,CBC TV,Channel O,CNN,Crime + Investigation,Discovery Channel,E Africa,E! Entertainment,National Geographic Channel,Prime Television,QTV Zambia,SuperSport 3,SuperSport 9,SuperSport Select,Telemundo,ZNBC TV2,ZNBC TV1,Diamond"
60845876,Discovery Channel,"African Magic, Zambezi Magic,Al Jazeera,BBC World News,CBC TV,Discovery Channel,Fox,M-Net Movies Action +,Muvi TV,National Geographic Channel,Nickelodeon,North-Western TV,Prime Television,QTV Zambia,SuperSport,SuperSport 3,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond,Don't know",,SuperSport,"African Magic, Zambezi Magic,M-Net Movies Action +,Prime Television,SuperSport,ZNBC TV1","Al Jazeera,CBC TV,Fox,M-Net Movies Action +,Nickelodeon,Prime Television,QTV Zambia,SuperSport,SuperSport 3,SuperSport Select,ZNBC TV2,ZNBC TV1,Diamond"
60845877,"Fox Crime,SuperSport 9","African Magic, Zambezi Magic,Al Jazeera,Animal Planet,BBC World News,CBC TV,Discovery Channel,E Africa,Emmanuel TV,Fox,Fox Crime,M-Net,M-Net Movies Action,M-Net Movies Zone,MTV Base,National Geographic Channel,North-Western TV,Prime Television,QTV Zambia,SuperSport,SuperSport 3,SuperSport 9,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","Prime Television,ZNBC TV1","Prime Television,SuperSport,ZNBC TV1","BBC World News,CBC TV,Discovery Channel,M-Net Movies Action,National Geographic Channel,Prime Television,SuperSport,SuperSport 3,SuperSport 9,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Al Jazeera,Animal Planet,BBC World News,CBC TV,Discovery Channel,E Africa,Emmanuel TV,Fox,Fox Crime,M-Net,M-Net Movies Action,M-Net Movies Zone,MTV Base,National Geographic Channel,North-Western TV,Prime Television,QTV Zambia,SuperSport,SuperSport 3,SuperSport 9,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
