SbjNum,TV Prompted Awareness,Ever Watched TV Channels,TV Watched (Yesterday),TV Watched (P7D - Past 7 Days),TV Watched (P4W) - Past 4 Weeks,TV Watched (P12M) - Past 12 Months
60778661,,,,,,
60778662,"African Magic, Zambezi Magic,Emmanuel TV",,,,,
60778663,SuperSport Select,"SuperSport 9,SuperSport Select","SuperSport 9,SuperSport Select","SuperSport 9,SuperSport Select","SuperSport 9,SuperSport Select","SuperSport 9,SuperSport Select"
60778846,,,,,,
60778847,,,,,,
60778848,,,,,,
60778849,,,,,,
60779100,"1 Music,Al Jazeera,B4U Movies,BET,Family TV,Fashion TV,MTV Base,Music,Muvi Education,My TV,One Music,Press Tv,Prime Television,Star KungFu 1,Star Plus,StarTimes SA Music,SuperSport Select,Universal Channel,ZNBC TV3","My TV,Zee World",Zee World,"My TV,Zee World","My TV,Zee World","My TV,Zee World"
60779363,"BBC World News,Prime Television,SuperSport,ZNBC TV2,ZNBC TV3,ZNBC TV1","African Magic, Zambezi Magic,BBC World News,Bollywood,E Africa,Fox Entertainment,Mzansi,Nickelodeon,Prime Television,ZNBC TV2,ZNBC TV1",BBC World News,"BBC World News,Prime Television","African Magic, Zambezi Magic,BBC World News,Bollywood,E Africa,Fox Entertainment,Mzansi,Nickelodeon,Prime Television,ZNBC TV1","African Magic, Zambezi Magic,BBC World News,Bollywood,E Africa,Fox Entertainment,Mzansi,Nickelodeon,Prime Television,ZNBC TV2,ZNBC TV1"
60779410,"SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","City Channel Cable Network TV,Disney Channel,Nickelodeon,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","City Channel Cable Network TV,Disney Channel,Nickelodeon,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
60779443,"African Magic, Zambezi Magic,B4U Movies,BBC First","Nickelodeon,SuperSport 1,SuperSport 2,SuperSport 7","Nickelodeon,SuperSport 2","Nickelodeon,SuperSport 1,SuperSport 2,SuperSport 7","Nickelodeon,SuperSport 1,SuperSport 2,SuperSport 7","Nickelodeon,SuperSport 1,SuperSport 2,SuperSport 7"
60779544,"E! Entertainment,M-Net Movies Stars,Mzansi","African Magic, Zambezi Magic,Al Jazeera,BBC World News,M-Net Movies Zone,National Geographic Channel,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,","African Magic, Zambezi Magic,M-Net Movies Zone,National Geographic Channel,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,","African Magic, Zambezi Magic,Al Jazeera,BBC World News,M-Net Movies Zone,National Geographic Channel,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,","African Magic, Zambezi Magic,Al Jazeera,BBC World News,M-Net Movies Zone,National Geographic Channel,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,","African Magic, Zambezi Magic,Al Jazeera,BBC World News,M-Net Movies Zone,National Geographic Channel,SuperSport 3,Telemundo,Zee World,ZNBC TV1"
60779669,,,,,,
60779670,"Emmanuel TV,Diamond","African Magic, Zambezi Magic,Emmanuel TV,Zee World,ZNBC TV2,ZNBC TV1,Diamond",Diamond,"African Magic, Zambezi Magic,Zee World,Diamond","African Magic, Zambezi Magic,Zee World,ZNBC TV1,Diamond","African Magic, Zambezi Magic,Emmanuel TV,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
60779671,"BBC World News,CNN,Discovery Channel,E! Entertainment,National Geographic Channel,Prime Television","African Magic, Zambezi Magic,BBC World News,CNN,Discovery Channel,E! Entertainment,National Geographic Channel,Prime Television,Q TV,Telemundo,Zee World,ZNBC TV2,ZNBC TV1",Telemundo,"Telemundo,Zee World","Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60779672,"One Gospel,Sony Entertainment,SuperSport 3,SuperSport Select,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,E! Entertainment,Emmanuel TV,MTV,National Geographic Channel,One Gospel,Prime Television,Sony Entertainment,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","SuperSport 1,SuperSport 2","MTV,National Geographic Channel,SuperSport 1,SuperSport 2,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,E! Entertainment,Emmanuel TV,MTV,National Geographic Channel,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,E! Entertainment,Emmanuel TV,MTV,National Geographic Channel,One Gospel,Prime Television,Sony Entertainment,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60779673,,,,,,
60779738,"African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,BBC World News,Bollywood,CCTV 9 Documentary,CCTV News,Chipata,Citizen TV,Disney Channel,Disney XD,Emmanuel TV,Fashion TV,Jim Jam,M-Net Movies Action,M-Net Movies Comedy,M-Net Movies Showcase,M-Net Movies Zone,MTV,MTV Base,Nick Jr,Nickelodeon,Parliament TV,Press Tv,Prime Television,TBN,Zee World","African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,BBC World News,Bollywood,CCTV 9 Documentary,CCTV News,Chipata,Citizen TV,Disney Channel,Disney XD,Emmanuel TV,Fashion TV,Jim Jam,M-Net Movies Action,M-Net Movies Comedy,M-Net Movies Showcase,M-Net Movies Zone,MTV,MTV Base,Muvi TV,Nick Jr,Nickelodeon,Parliament TV,Press Tv,Prime Television,TBN,Zee World,ZNBC TV2,ZNBC TV1",ZNBC TV1,ZNBC TV1,ZNBC TV1,"Al Jazeera,BBC World News,Emmanuel TV,M-Net Movies Zone,MTV Base,ZNBC TV2,ZNBC TV1"
60779739,"African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,BBC World News,Bollywood,Channel O,Discovery Channel,Discovery Family,Discovery Science,E Africa,E! Entertainment,Emmanuel TV,Fashion TV,Fox,Fox Crime,Fox Entertainment,Fox Movies +2,Fox Sports,Hossana Tv,Jim Jam,M-Net Movies Action +,M-Net Movies Romance,M-Net Movies Stars,M-Net Movies Zone,MTV,Muvi TV,Nick Jr,Nickelodeon,Parliament TV,Press Tv,SuperSport,SuperSport 1,SuperSport 4,SuperSport 9,SuperSport Select,TBN,Telemundo,Zee World,Diamond","African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,Baby TV,BBC World News,Bollywood,Channel O,Discovery Channel,Discovery Family,Discovery Science,E Africa,E! Entertainment,Emmanuel TV,Fashion TV,Fox,Fox Crime,Fox Entertainment,Fox Sports,Hope Channel,Hossana Tv,Jim Jam,M-Net Movies Action +,M-Net Movies Romance,M-Net Movies Stars,M-Net Movies Zone,MTV,Muvi TV,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,Parliament TV,Press Tv,Prime Television,SuperSport,SuperSport 1,SuperSport 4,SuperSport 9,SuperSport Select,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","Baby TV,National Geographic Channel","Baby TV,National Geographic Channel","Baby TV,National Geographic Channel,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,Baby TV,BBC World News,Bollywood,Channel O,Discovery Channel,Discovery Family,Discovery Science,E Africa,E! Entertainment,Emmanuel TV,Fashion TV,Fox,Fox Crime,Fox Entertainment,Fox Sports,Hope Channel,Hossana Tv,Jim Jam,M-Net Movies Action +,M-Net Movies Romance,M-Net Movies Stars,M-Net Movies Zone,MTV,Muvi TV,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,Parliament TV,Press Tv,Prime Television,SuperSport,SuperSport 1,SuperSport 4,SuperSport 9,SuperSport Select,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
60779740,"African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,B4U Movies,BBC World News,BET International,Bollywood,CCTV 9 Documentary,CCTV News,CCTV-4 (Chinese),Channel O,CNBC,CNN,Discovery Channel,Discovery Family,Discovery Science,E Africa,E! Entertainment,Fashion TV,Fox,Fox Crime,Fox Movies,Fox Movies +2,Fox Sports,Fox Sports 2,Gospel Music TV,Hope Channel,Hossana Tv,Jim Jam,Joy TV,Miracle Tv,M-Net,M-Net Edge,M-Net Movies Action +,M-Net Movies Zone,Muvi TV,Mzansi,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,North-Western TV,One Gospel,One Music,Parliament TV,Peace TV,Press Tv,QTV Zambia,Star Zone- movies,StarTimes Bollywood HD,StarTimes Gospel,StarTimes Music,StarTimes Soul,Startimes Sports 2,SuperSport 1,SuperSport 2,SuperSport 4,SuperSport 6,SuperSport 7,SuperSport 9,Supersport Blitz,SuperSport Select,Telemundo,Trace Sports Stars,Trace Urban,Travel Channel,True Movies 1,ZNBC TV2,ZNBC TV3,ZNBC TV1,Zuku Entertainment,Zuku Life,Zuku Movies Family,Zuku Novella,Zuku Sports,Zuku Zone","African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,B4U Movies,BBC World News,BET International,Bollywood,CBC TV,CCTV 9 Documentary,CCTV News,CCTV-4 (Chinese),Channel O,CNBC,CNN,Discovery Channel,Discovery Family,Discovery Science,E Africa,E! Entertainment,Emmanuel TV,Fashion TV,Fox,Fox Crime,Fox Movies,Fox Movies +2,Fox Sports,Fox Sports 2,Gospel Music TV,Hope Channel,Hossana Tv,Jim Jam,Joy TV,Miracle Tv,M-Net,M-Net Edge,M-Net Movies Action +,M-Net Movies Zone,Muvi TV,Mzansi,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,North-Western TV,One Gospel,One Music,Parliament TV,Peace TV,Press Tv,Prime Television,Q TV,QTV Zambia,Star Zone- movies,StarTimes Bollywood HD,StarTimes Gospel,StarTimes Soul,Startimes Sports 2,SuperSport 1,SuperSport 2,SuperSport 4,SuperSport 6,SuperSport 7,SuperSport 9,Supersport Blitz,SuperSport Select,TBN,Telemundo,Trace Sports Stars,Trace Urban,Travel Channel,True Movies 1,ZNBC TV2,ZNBC TV3,ZNBC TV1,Zuku Entertainment,Zuku Life,Zuku Movies Family,Zuku Novella,Zuku Sports,Zuku Zone,Diamond","Prime Television,Diamond","Prime Television,Diamond","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Emmanuel TV,Prime Television,Diamond","African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,B4U Movies,BBC World News,BET International,Bollywood,CBC TV,CCTV 9 Documentary,CCTV News,CCTV-4 (Chinese),Channel O,CNBC,CNN,Discovery Channel,Discovery Family,Discovery Science,E Africa,E! Entertainment,Emmanuel TV,Fashion TV,Fox,Fox Crime,Fox Movies,Fox Movies +2,Fox Sports,Fox Sports 2,Gospel Music TV,Hope Channel,Hossana Tv,Jim Jam,Joy TV,Miracle Tv,M-Net,M-Net Edge,M-Net Movies Action +,M-Net Movies Zone,Muvi TV,Mzansi,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,North-Western TV,One Gospel,One Music,Parliament TV,Peace TV,Press Tv,Prime Television,Q TV,QTV Zambia,Star Zone- movies,StarTimes Bollywood HD,StarTimes Gospel,StarTimes Soul,Startimes Sports 2,SuperSport 1,SuperSport 2,SuperSport 4,SuperSport 6,SuperSport 7,SuperSport 9,Supersport Blitz,SuperSport Select,TBN,Telemundo,Trace Sports Stars,Trace Urban,Travel Channel,True Movies 1,ZNBC TV2,ZNBC TV3,ZNBC TV1,Zuku Entertainment,Zuku Life,Zuku Movies Family,Zuku Novella,Zuku Sports,Zuku Zone,Diamond"
60780018,"1 Music,Africa Unite,African Magic, Zambezi Magic,African Movie Channel (AMC),AMC Series,AMC USA,Bollywood,Boomerang,Disney Channel,E Africa,Fashion TV,Fox Movies,Magic,MTV,Muvi Nyimbo,Muvi Prism Africa,Nat Geo Wild,Novela E1,One Music,POP,Q TV,QTV Zambia,Sony Max,Star Novela E1,Star Zone- movies,Telemundo,Trace Muzik,True Movies 1,Zee Cinema,Zuku Movies Family,Diamond","African Magic, Zambezi Magic,E! Entertainment,M-Net Movies Zone,MTV Base,Nickelodeon,Q TV,Zee World,Diamond","MTV Base,Zee World","African Magic, Zambezi Magic,E! Entertainment,MTV Base,Zee World","African Magic, Zambezi Magic,E! Entertainment,M-Net Movies Zone,MTV Base,Nickelodeon,Q TV,Zee World,Diamond","African Magic, Zambezi Magic,E! Entertainment,M-Net Movies Zone,MTV Base,Nickelodeon,Q TV,Zee World,Diamond"
60780477,,,,,,
60781041,"African Magic, Zambezi Magic,Nat Geo Wild,National Geographic Channel,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Nat Geo Wild,National Geographic Channel,SuperSport 1,SuperSport 2,SuperSport 3,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Zee World","African Magic, Zambezi Magic,SuperSport 1,SuperSport 2,SuperSport 3,Zee World","African Magic, Zambezi Magic,SuperSport 1,SuperSport 2,SuperSport 3,Zee World","African Magic, Zambezi Magic,Nat Geo Wild,National Geographic Channel,SuperSport 1,SuperSport 2,SuperSport 3,Zee World,ZNBC TV2,ZNBC TV1"
60781386,,,,,,
60781395,"African Magic, Zambezi Magic,AMC Series,BBC World News,Boomerang,Cartoon network,Cbeebies,Channel O,City Channel Cable Network TV,Discovery Channel,Discovery Family,Disney Channel,Disney XD,E Africa,E! Entertainment,Emmanuel TV,Fashion One,Fox,Fox Crime,Fox Entertainment,Fox Movies,Gospel Music TV,Hope Channel,ID Investigation Discovery,Jim Jam,M-Net,M-Net Movies Action,M-Net Movies Zone,Mzansi,Nickelodeon,Prime Television,Q TV,Studio Universal,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Telemundo,TLC Entertainment,Trace Urban,Universal Channel,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,Diamond","African Magic, Zambezi Magic,BBC World News,Boomerang,Cartoon network,Cbeebies,Channel O,City Channel Cable Network TV,Discovery Channel,Discovery Family,Disney Channel,Disney XD,E Africa,E! Entertainment,Emmanuel TV,Fashion One,Fox,Fox Crime,Fox Entertainment,Fox Movies,Gospel Music TV,Hope Channel,ID Investigation Discovery,Jim Jam,M-Net,M-Net Movies Action,M-Net Movies Zone,MTV Base,Mzansi,Nickelodeon,Prime Television,Q TV,Studio Universal,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Telemundo,TLC Entertainment,Trace Urban,Universal Channel,Zee World",Zee World,"African Magic, Zambezi Magic,MTV Base,Zee World","African Magic, Zambezi Magic,E! Entertainment,Fashion One,MTV Base,Zee World","African Magic, Zambezi Magic,BBC World News,Boomerang,Cartoon network,Cbeebies,Channel O,City Channel Cable Network TV,Discovery Channel,Discovery Family,Disney Channel,Disney XD,E Africa,E! Entertainment,Emmanuel TV,Fashion One,Fox,Fox Crime,Fox Entertainment,Fox Movies,Gospel Music TV,Hope Channel,ID Investigation Discovery,Jim Jam,M-Net,M-Net Movies Action,M-Net Movies Zone,MTV Base,Mzansi,Nickelodeon,Prime Television,Q TV,Studio Universal,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Telemundo,TLC Entertainment,Trace Urban,Universal Channel,Zee World"
60781396,"Channel O,Disney Channel,E! Entertainment,Emmanuel TV,Fox,Jim Jam,MTV Base,Mzansi,One Gospel,Prime Television,Q TV,Studio Universal,SuperSport,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Cartoon network,Channel O,Disney Channel,E! Entertainment,Emmanuel TV,Fox,Jim Jam,M-Net Movies Zone,MTV Base,Mzansi,Nickelodeon,One Gospel,Prime Television,Q TV,Studio Universal,SuperSport,Telemundo,Trace Urban,Zee World,ZNBC TV2,ZNBC TV1",Zee World,"African Magic, Zambezi Magic","African Magic, Zambezi Magic,Emmanuel TV,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Cartoon network,Channel O,Disney Channel,E! Entertainment,Emmanuel TV,Fox,Jim Jam,M-Net Movies Zone,MTV Base,Mzansi,Nickelodeon,One Gospel,Prime Television,Q TV,SuperSport,Telemundo,Trace Urban,Zee World,ZNBC TV2,ZNBC TV1"
60781397,"Emmanuel TV,Prime Television,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,Emmanuel TV,Prime Television,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,Zee World","African Magic, Zambezi Magic,Prime Television,Zee World","African Magic, Zambezi Magic,Emmanuel TV,Prime Television,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Emmanuel TV,Prime Television,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60781398,"Disney Channel,Fox,Mzansi,Nickelodeon","African Magic, Zambezi Magic,Emmanuel TV,Mzansi,One Gospel,Prime Television,Zee World,ZNBC TV2,ZNBC TV1","Prime Television,Zee World,ZNBC TV1","Prime Television,Zee World,ZNBC TV1","African Magic, Zambezi Magic,Emmanuel TV,Mzansi,One Gospel,Prime Television,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Emmanuel TV,Mzansi,One Gospel,Prime Television,Zee World,ZNBC TV2,ZNBC TV1"
60781399,"African Magic, Zambezi Magic,Parliament TV,Prime Television,SuperSport,SuperSport 1,SuperSport 2,SuperSport Select,Telemundo,Zee World","African Magic, Zambezi Magic,Al Jazeera,BBC World News,CNN,Parliament TV,Prime Television,SuperSport,SuperSport 1,SuperSport 2,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","Al Jazeera,BBC World News,CNN","Al Jazeera,BBC World News,CNN,ZNBC TV1","African Magic, Zambezi Magic,Al Jazeera,BBC World News,CNN,Parliament TV,Prime Television,SuperSport,SuperSport 1,SuperSport 2,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Al Jazeera,BBC World News,CNN,Parliament TV,Prime Television,SuperSport,SuperSport 1,SuperSport 2,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60781400,"Al Jazeera,BBC World News,Mzansi,Prime Television,SuperSport","African Magic, Zambezi Magic,E! Entertainment,Emmanuel TV,SuperSport,Telemundo,Zee World,ZNBC TV2,ZNBC TV1",ZNBC TV1,ZNBC TV1,ZNBC TV1,"E! Entertainment,Emmanuel TV,SuperSport,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60781446,"African Magic, Zambezi Magic,Channel O,Emmanuel TV","ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1"
60782118,,,,,,
60782407,"African Movie Channel (AMC),Al Jazeera,AMC Series,BBC World News,Discovery Channel,Discovery Family,Disney Channel,Eva English,Food Network,Football Tv,Fox,Fox Crime,Fox Entertainment,Fox Movies,Fox Movies +2,Fox News,Fox Sports,Fox Sports 2,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Star KungFu 1,Star Movies 1,Star Movies 1 +2Hrs,World Football,Zee Cinema,Zuku Movies Action","African Magic, Zambezi Magic,B4U Movies,Bollywood,E Africa,Nickelodeon,Zee World,ZNBC TV1","Bollywood,Nickelodeon,Zee World,ZNBC TV1","African Magic, Zambezi Magic,B4U Movies,Bollywood,E Africa,Nickelodeon,Zee World,ZNBC TV1","African Magic, Zambezi Magic,B4U Movies,Bollywood,E Africa,Nickelodeon,Zee World,ZNBC TV1","African Magic, Zambezi Magic,B4U Movies,Bollywood,E Africa,Nickelodeon,Zee World,ZNBC TV1"
60782408,"1 Music,African Magic, Zambezi Magic,Bollywood,City Channel Cable Network TV,Emmanuel TV,Fashion TV,Gospel Music TV,Hope Channel,I 24 News,ITV Choice,Nickelodeon,One Music,Parliament TV,Prime Television,Prism Africa,Sony Entertainment,Sony Max,Star Movies 1,SuperSport,SuperSport 1,SuperSport 2,TBC 1,TBN,Telemundo,Universal Channel,World Football,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,Diamond","African Magic, Zambezi Magic,Bollywood,Prime Television,Sony Max,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1","African Magic, Zambezi Magic","African Magic, Zambezi Magic,Zee World","African Magic, Zambezi Magic,Sony Max,Zee World,ZNBC TV1","African Magic, Zambezi Magic,Bollywood,Prime Television,Sony Max,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1"
60782429,"African Movie Channel (AMC),Al Jazeera,AMC Series,Baby TV,Channel O,E! Entertainment,Emmanuel TV,Mindset,M-Net,Novela E1,Star KungFu 1","African Magic, Zambezi Magic,African Movie Channel (AMC),AMC Series,Baby TV,Bollywood,Channel O,City Channel Cable Network TV,E Africa,Nickelodeon,Novela E1,Prime Television,Q TV,Star KungFu 1,Telemundo,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1","City Channel Cable Network TV,Novela E1,Prime Television,Star KungFu 1","City Channel Cable Network TV,E Africa,Novela E1,Star KungFu 1,ZNBC TV2,ZNBC TV3,ZNBC TV1","City Channel Cable Network TV,E Africa,Novela E1,Prime Television,ZNBC TV2,ZNBC TV3,ZNBC TV1","African Magic, Zambezi Magic,African Movie Channel (AMC),AMC Series,Baby TV,Bollywood,Channel O,City Channel Cable Network TV,E Africa,Nickelodeon,Novela E1,Prime Television,Q TV,Star KungFu 1,Telemundo,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1"
60782430,"African Movie Channel (AMC),Al Jazeera,AMC Series,B4U Movies,Baby TV,BBC World News,Box,Cartoon network,Channel O,CNN,Comedy Central,Da Vinci Learning,Discovery Channel,Discovery Family,Discovery Science,E Africa,E! Entertainment,Emmanuel TV,Family TV,Fashion TV,Fox Movies,Fox Sports,France 24,MTV,MTV Base,Music,My TV,Mzansi,Nat Geo Gold,Nat Geo Wild,Nick Jr,Novela E1,One Gospel,Parliament TV,Press Tv,Star Bollywood,Star Movies 1,Star Novela E1,Star Plus,StarTimes Music,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,Telemundo,Trace Gospel,World Football,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,Zuku Kids,Zuku Movies Action,Zuku Novella,Zuku Sports,Diamond","Bollywood,Disney Channel,E-Stars,Nat Geo Wild,Nick Jr,Nickelodeon,POP,Prime Television,Q TV,Star KungFu 1,Star Movies 1,Star Plus,Telemundo",Nickelodeon,"Bollywood,Nickelodeon,POP","Bollywood,Nickelodeon,POP,Prime Television,Q TV,Star KungFu 1","Bollywood,Disney Channel,E-Stars,Nat Geo Wild,Nick Jr,Nickelodeon,POP,Prime Television,Q TV,Star KungFu 1,Star Movies 1,Star Plus,Telemundo"
60782436,"African Magic, Zambezi Magic,Channel O,E Africa,Emmanuel TV,Fashion TV,Gospel Music TV,Hope Channel,Life TV,Lifetime,MTV,Parliament TV,Star KungFu 1,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,Telemundo,Zee World,Diamond","Channel O,Lifetime,MTV,Prime Television,Q TV,ZNBC TV1",MTV,"MTV,ZNBC TV1","MTV,ZNBC TV1","Channel O,Lifetime,MTV,Prime Television,Q TV,ZNBC TV1"
60782773,"1 Music,African Movie Channel (AMC),Animal Planet,Baby TV,BBC World News,Boomerang,CCTV 9 Documentary,Channel O,Learn Tv,MBC,Music,Q TV,RTV,TBC 1","African Magic, Zambezi Magic,Channel O,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic","African Magic, Zambezi Magic,Channel O","African Magic, Zambezi Magic,Channel O,Zee World","African Magic, Zambezi Magic,Channel O,Zee World"
60783759,"African Magic, Zambezi Magic,African Movie Channel (AMC),Baby TV,BBC World News,Discovery Channel,E Africa,E! Entertainment,Emmanuel TV,Fox,Hope Channel,Jim Jam,MTV Base,National Geographic Channel,Parliament TV,RTV,Star Bollywood,Star Movies 1,SuperSport,World Football","African Magic, Zambezi Magic,African Movie Channel (AMC),Baby TV,BBC World News,CBC TV,Discovery Channel,E Africa,E! Entertainment,Emmanuel TV,Fox,Hope Channel,Jim Jam,MTV Base,National Geographic Channel,Parliament TV,Prime Television,Q TV,RTV,Star Bollywood,Star Movies 1,SuperSport,TBN,World Football,ZNBC TV2,ZNBC TV3,ZNBC TV1","Q TV,RTV,ZNBC TV2,ZNBC TV3,ZNBC TV1","Q TV,RTV,ZNBC TV2,ZNBC TV3,ZNBC TV1","Q TV,RTV,ZNBC TV2,ZNBC TV3,ZNBC TV1","African Magic, Zambezi Magic,African Movie Channel (AMC),Baby TV,BBC World News,CBC TV,Discovery Channel,E Africa,E! Entertainment,Emmanuel TV,Fox,Hope Channel,Jim Jam,MTV Base,National Geographic Channel,Parliament TV,Prime Television,Q TV,RTV,Star Bollywood,Star Movies 1,SuperSport,TBN,World Football,ZNBC TV2,ZNBC TV3,ZNBC TV1"
60784145,"Jim Jam,One Gospel,Prime Television,Q TV,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,E Africa,Emmanuel TV,Jim Jam,One Gospel,Prime Television,Q TV,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,E Africa,Emmanuel TV,Jim Jam,One Gospel,Prime Television,Q TV,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,E Africa,Emmanuel TV,Jim Jam,One Gospel,Prime Television,Q TV,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60784146,"E Africa,Prime Television,SuperSport","African Magic, Zambezi Magic,BBC World News,E Africa,Emmanuel TV,SuperSport,Telemundo,Zee World,ZNBC TV2,ZNBC TV1",Zee World,"BBC World News,Zee World,ZNBC TV2","BBC World News,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,BBC World News,E Africa,Emmanuel TV,SuperSport,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60785657,"BBC World News,Cbeebies,Disney Channel","African Magic, Zambezi Magic,BBC World News,Cbeebies,Disney Channel,E Africa,E! Entertainment,Emmanuel TV,Nickelodeon,One Gospel,Parliament TV,Prime Television,Q TV,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","Telemundo,ZNBC TV1","African Magic, Zambezi Magic,Telemundo,ZNBC TV1","African Magic, Zambezi Magic,Disney Channel,E! Entertainment,Emmanuel TV,Nickelodeon,Prime Television,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Cbeebies,Disney Channel,E Africa,E! Entertainment,Emmanuel TV,Nickelodeon,One Gospel,Parliament TV,Prime Television,Q TV,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60825709,B4U Movies,"SuperSport 2,SuperSport 3,Zee World",SuperSport 2,"SuperSport 2,SuperSport 3","SuperSport 2,SuperSport 3,Zee World","SuperSport 2,SuperSport 3,Zee World"
