SbjNum,Internet Service providers P4W,Main Internet Service providers/download P4W,Bought Digital Content using your Mobile Device,Service Providers - Bought Digital Content using your Mobile Device,Service Providers - Will Consider to Buy Digital Content using Mobile Device,Overall Best Service provider of Digital Content for your mobile device,Airtel,MTN,Vodafone,Zamtel,{0}
60628707,"Airtel,MTN,",MTN,Yes,MTN: MTN Play,Airtel Live,Airtel Live,Best content,Widest range of content,,,
60628708,,,,,,,,,,,
60628960,,,,,,,,,,,
60629472,Airtel,Airtel,Yes,"Google: Google Play Store,MTN: MTN Play,","Amazon: Amazon AppStore,Airtel Live,",Airtel Live,Best content,,,,
60629587,,,,,,,,,,,
60629588,MTN,MTN,Yes,"Google: Google Play Store,MTN: MTN Play,",Amazon: Amazon AppStore,Amazon: Amazon AppStore,,Ease of use,,,
60630098,,,,,,,,,,,
60630476,,,,,,,,,,,
60630663,Airtel,Airtel,Yes,Don’t know / unsure,Airtel Live,Airtel Live,Easy to download,,,,
60631638,Zamtel,Zamtel,Yes,"Apple: iOS App Store / iTunes Store,MTN: MTN Play,",eBay,{0},,,,Easy to download,
60632056,Airtel,Airtel,Yes,Don’t know / unsure,{0},{0},Ease of use,,,,
60633114,"MTN,Zamtel,",MTN,No,,MTN: MTN Play,MTN: MTN Play,,Ease of use,,Ease of payment,
60633115,,,Yes,MTN: MTN Play,Blackberry: Blackberry World,Blackberry: Blackberry World,,,,,
60633132,MTN,MTN,Yes,Don’t know / unsure,MTN: MTN Play,MTN: MTN Play,,Easy to download,,,
60633196,,,,,,,,,,,
60633197,,,,,,,,,,,
60633198,Airtel,Airtel,No,,Don’t know / unsure,,Ease of use,,,,
60633199,Airtel,Airtel,No,,Don’t know / unsure,,Ease of payment,,,,
60633440,,,No,,Don’t know / unsure,,,,,,
60633536,,,,,,,,,,,
60633751,MTN,MTN,Yes,MTN: MTN Play,Microsoft: Windows App Store,Microsoft: Windows App Store,,Ease of use,,,
60634131,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Ease of payment,,,,
60634132,MTN,MTN,No,,Microsoft: Windows App Store,Microsoft: Windows App Store,,Easy to download,,,
60634133,MTN,MTN,No,,MTN: MTN Play,MTN: MTN Play,,Best content,,,
60634401,,,,,,,,,,,
60634402,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best value,,,,
60634403,,,,,,,,,,,
60634404,,,,,,,,,,,
60634405,,,,,,,,,,,
60634406,,,,,,,,,,,
60634423,,,,,,,,,,,
60634971,Airtel,Airtel,Yes,Blackberry: Blackberry World,Google: Google Play Store,Google: Google Play Store,Ease of use,,,,
60635334,Zamtel,Zamtel,Yes,Google: Google Play Store,Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,,,,Easy to download,
60635406,MTN,MTN,Yes,Google: Google Play Store,MTN: MTN Play,MTN: MTN Play,,Ease of use,,,
60635488,,,No,,"Airtel Live,MTN: MTN Play,",Airtel Live,,,,,
60635490,,,,,,,,,,,
60635491,,,,,,,,,,,
60635719,"Airtel,MTN,",MTN,Yes,Blackberry: Blackberry World,Google: Google Play Store,Google: Google Play Store,Best value,Best value,,,
60635720,,,,,,,,,,,
60635721,MTN,MTN,Yes,Google: Google Play Store,Blackberry: Blackberry World,Blackberry: Blackberry World,,Best value,,,
60635795,"Airtel,MTN,",MTN,No,,Google: Google Play Store,Google: Google Play Store,Easy to download,Best value,,,
60636154,,,,,,,,,,,
60636187,MTN,MTN,Yes,MTN: MTN Play,Don’t know / unsure,,,Best content,,,
60636425,,,,,,,,,,,
60636972,,,,,,,,,,,
60637378,MTN,MTN,Yes,MTN: MTN Play,Blackberry: Blackberry World,Blackberry: Blackberry World,,Widest range of content,,,
60637568,,,,,,,,,,,
60637863,MTN,MTN,Yes,"Google: Google Play Store,Amazon: Amazon AppStore,MTN: MTN Play",Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,,Best value,,,
60638604,,,No,,MTN: MTN Play,MTN: MTN Play,,,,,
60638856,MTN,MTN,Yes,"Google: Google Play Store,Blackberry: Blackberry World,",Amazon: Amazon AppStore,Amazon: Amazon AppStore,,Ease of payment,,,
60639043,MTN,MTN,Yes,MTN: MTN Play,Google: Google Play Store,Google: Google Play Store,,Easy to download,,,
60639044,MTN,MTN,No,,Don’t know / unsure,,,Easy to download,,,
60639045,,,,,,,,,,,
60639046,Airtel,Airtel,No,,Don’t know / unsure,,Best content,,,,
60639047,Airtel,Airtel,Yes,Google: Google Play Store,Airtel Live,Airtel Live,Best value,,,,
60639283,Zamtel,Zamtel,Yes,Zamtel Games Club,MTN: MTN Play,MTN: MTN Play,,,,Best value,
60639386,"MTN,Zamtel,",MTN,Unsure / Don’t know,,Google: Google Play Store,Google: Google Play Store,,Ease of payment,,Ease of use,
60639916,MTN,MTN,No,,Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,,Widest range of content,,,
60640299,MTN,MTN,No,,Don’t know / unsure,,,Ease of use,,,
60640300,,,,,,,,,,,
60640302,,,,,,,,,,,
60640303,,,,,,,,,,,
60640304,,,,,,,,,,,
60640305,,,,,,,,,,,
60640632,,,,,,,,,,,
60641373,,,,,,,,,,,
60641441,Zamtel,Zamtel,Yes,Google: Google Play Store,Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,,,,Ease of use,
60641442,Airtel,Airtel,Yes,Other,Google: Google Play Store,Google: Google Play Store,Ease of use,,,,
60641531,,,,,,,,,,,
60641532,,,,,,,,,,,
60641533,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Best value,,,
60641534,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Best value,,,
60641535,,,,,,,,,,,
60641536,,,,,,,,,,,
60641537,,,Yes,Google: Google Play Store,Don’t know / unsure,,,,,,
60641739,MTN,MTN,Yes,Google: Google Play Store,Don’t know / unsure,,,Ease of payment,,,
60642157,MTN,MTN,No,,"Google: Google Play Store,MTN: MTN Play,",MTN: MTN Play,,Best content,,,
60642331,MTN,MTN,Yes,Google: Google Play Store,Microsoft: Windows App Store,Microsoft: Windows App Store,,Ease of use,,,
60642332,MTN,MTN,Yes,Blackberry: Blackberry World,Google: Google Play Store,Google: Google Play Store,,Best value,,,
60642412,Otherplease specify,{0},No,,Google: Google Play Store,Google: Google Play Store,,,,,Widest range of content
60642680,,,,,,,,,,,
60642681,,,,,,,,,,,
60642682,,,,,,,,,,,
60642683,"Airtel,MTN,",Airtel,Yes,Google: Google Play Store,Don’t know / unsure,,Best value,Best value,,,
60642684,,,,,,,,,,,
60642685,,,,,,,,,,,
60643021,Zamtel,Zamtel,Yes,Zamtel Games Club,"Airtel Live,MTN: MTN Play,",Airtel Live,,,,Best value,
60644669,Airtel,Airtel,Yes,Airtel Live,MTN: MTN Play,MTN: MTN Play,Widest range of content,,,,
60648302,,,,,,,,,,,
60649333,Airtel,Airtel,Yes,Airtel Live,"MTN: MTN Play,Zamtel Games Club,",MTN: MTN Play,Widest range of content,,,,
60649637,,,,,,,,,,,
60649638,,,,,,,,,,,
60649639,,,,,,,,,,,
60649640,,,,,,,,,,,
60650160,MTN,MTN,Yes,Google: Google Play Store,MTN: MTN Play,MTN: MTN Play,,Ease of use,,,
60650161,,,,,,,,,,,
60650162,MTN,MTN,Yes,"Google: Google Play Store,Amazon: Amazon AppStore,Microsoft: Windows App Store",Don’t know / unsure,,,Easy to download,,,
60650163,,,,,,,,,,,
60650164,MTN,MTN,Yes,"Blackberry: Blackberry World,Amazon: Amazon AppStore,Microsoft: Windows App Store","MTN: MTN Play,eBay,",MTN: MTN Play,,Best value,,,
60650165,MTN,MTN,Yes,Google: Google Play Store,MTN: MTN Play,MTN: MTN Play,,Best for my device,,,
60650166,,,,,,,,,,,
60650383,MTN,MTN,Yes,MTN: MTN Play,"Google: Google Play Store,Airtel Live,",Google: Google Play Store,,Widest range of content,,,
60650431,,,,,,,,,,,
60650432,,,,,,,,,,,
60650433,,,,,,,,,,,
60650434,,,,,,,,,,,
60650435,,,,,,,,,,,
60650436,,,,,,,,,,,
60650481,,,,,,,,,,,
60650482,,,,,,,,,,,
60650483,,,,,,,,,,,
60650484,MTN,MTN,Yes,"Amazon: Amazon AppStore,eBay,",Don’t know / unsure,,,Best value,,,
60650485,MTN,MTN,Yes,Don’t know / unsure,{0},{0},,Best value,,,
60650486,MTN,MTN,No,,Don’t know / unsure,,,Best value,,,
60650487,MTN,MTN,Unsure / Don’t know,,Don’t know / unsure,,,Best for my device,,,
60651315,Airtel,Airtel,No,,"Google: Google Play Store,Amazon: Amazon AppStore,Microsoft: Windows App Store,Airtel Live,MTN: MTN Play,Zamtel Games Club,eBay",Airtel Live,Ease of payment,,,,
60651316,Airtel,Airtel,No,,Airtel Live,Airtel Live,Ease of use,,,,
60651317,,,,,,,,,,,
60651318,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Best value,,,
60651953,"Airtel,MTN,",MTN,No,,Don’t know / unsure,,Best content,Ease of use,,,
60651954,,,,,,,,,,,
60651955,,,No,,{0},{0},,,,,
60653289,Airtel,Airtel,Yes,"Google: Google Play Store,Airtel Live,",MTN: MTN Play,MTN: MTN Play,Best content,,,,
60654475,MTN,MTN,Yes,"Google: Google Play Store,MTN: MTN Play,",Airtel Live,Airtel Live,,Widest range of content,,,
60654803,"Airtel,Zamtel,",Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best value,,,Best content,
60654804,,,,,,,,,,,
60654805,,,,,,,,,,,
60654806,"Airtel,MTN,",Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best value,Best value,,,
60654807,,,,,,,,,,,
60654808,"Airtel,MTN,",MTN,No,,Google: Google Play Store,Google: Google Play Store,Best value,Best content,,,
60654809,Airtel,Airtel,Yes,Google: Google Play Store,Amazon: Amazon AppStore,Amazon: Amazon AppStore,Best value,,,,
60654810,"MTN,Zamtel,",Zamtel,No,,Google: Google Play Store,Google: Google Play Store,,Best content,,Best value,
60654811,Airtel,Airtel,Yes,Google: Google Play Store,Amazon: Amazon AppStore,Amazon: Amazon AppStore,Best value,,,,
60658199,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Best content,,,
60658200,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best content,,,,
60658201,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best content,,,,
60658202,,,,,,,,,,,
60658203,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best value,,,,
60658204,"Airtel,MTN,",Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best value,Best content,,,
60663456,,,,,,,,,,,
60664454,MTN,MTN,Yes,eBay,"Apple: iOS App Store / iTunes Store,Amazon: Amazon AppStore,",Amazon: Amazon AppStore,,Ease of use,,,
60664455,,,No,,Don’t know / unsure,,,,,,
60664456,Airtel,Airtel,No,,eBay,eBay,Otherplease specify,,,,
60664687,MTN,MTN,Yes,Google: Google Play Store,Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,,Easy to download,,,
60665278,MTN,MTN,Yes,Other,Google: Google Play Store,Google: Google Play Store,,Ease of use,,,
60665279,,,,,,,,,,,
60665523,,,,,,,,,,,
60666033,MTN,MTN,Yes,Google: Google Play Store,"Apple: iOS App Store / iTunes Store,MTN: MTN Play,",Apple: iOS App Store / iTunes Store,,Best value,,,
60666528,,,,,,,,,,,
60666738,MTN,MTN,Yes,MTN: MTN Play,Don’t know / unsure,,,Easy to download,,,
60667009,MTN,MTN,No,,Don’t know / unsure,,,Ease of use,,,
60667010,,,,,,,,,,,
60667011,,,,,,,,,,,
60667012,,,,,,,,,,,
60667449,"Airtel,Zamtel,",Airtel,Yes,"Google: Google Play Store,Airtel Live,",Zamtel Games Club,Zamtel Games Club,Best content,,,Best value,
60667474,,,,,,,,,,,
60667629,MTN,MTN,No,,Don’t know / unsure,,,Easy to download,,,
60667630,,,,,,,,,,,
60667631,Airtel,Airtel,No,,eBay,eBay,Best value,,,,
60667632,Airtel,Airtel,No,,Amazon: Amazon AppStore,Amazon: Amazon AppStore,Best value,,,,
60667734,,,,,,,,,,,
60667735,,,,,,,,,,,
60667736,"MTN,Zamtel,",MTN,Yes,Google: Google Play Store,Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,,Ease of use,,Best value,
60667979,,,,,,,,,,,
60668043,,,,,,,,,,,
60668563,,,,,,,,,,,
60668564,"Airtel,MTN,",MTN,No,,"Google: Google Play Store,Airtel Live,",Airtel Live,Widest range of content,Best value,,,
60668565,MTN,MTN,No,,MTN: MTN Play,MTN: MTN Play,,Best for my device,,,
60668592,MTN,MTN,Yes,Don’t know / unsure,MTN: MTN Play,MTN: MTN Play,,Best content,,,
60668604,Airtel,Airtel,No,,"Google: Google Play Store,Microsoft: Windows App Store,Airtel Live",Google: Google Play Store,Best value,,,,
60668605,MTN,MTN,No,,"Google: Google Play Store,MTN: MTN Play,",MTN: MTN Play,,Ease of payment,,,
60668762,,,,,,,,,,,
60669002,,,,,,,,,,,
60669406,MTN,MTN,Yes,MTN: MTN Play,Don’t know / unsure,,,Otherplease specify,,,
60669890,Airtel,Airtel,Unsure / Don’t know,,Airtel Live,Airtel Live,Widest range of content,,,,
60670295,Airtel,Airtel,Yes,Google: Google Play Store,Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,Best content,,,,
60670296,Airtel,Airtel,No,,Don’t know / unsure,,Widest range of content,,,,
60670418,,,,,,,,,,,
60670470,MTN,MTN,Yes,Google: Google Play Store,"Apple: iOS App Store / iTunes Store,Amazon: Amazon AppStore,",Apple: iOS App Store / iTunes Store,,Easy to download,,,
60670478,,,,,,,,,,,
60670479,,,,,,,,,,,
60670480,,,,,,,,,,,
60670481,,,,,,,,,,,
60670482,,,,,,,,,,,
60670483,,,,,,,,,,,
60670616,MTN,MTN,Yes,Don’t know / unsure,Amazon: Amazon AppStore,Amazon: Amazon AppStore,,Ease of use,,,
60670617,Zamtel,Zamtel,No,,Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,,,,Otherplease specify,
60670888,,,,,,,,,,,
60671012,,,,,,,,,,,
60671013,,,,,,,,,,,
60671014,,,,,,,,,,,
60671015,,,,,,,,,,,
60671016,MTN,MTN,Yes,Google: Google Play Store,Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,,Ease of payment,,,
60671415,Airtel,Airtel,Yes,Google: Google Play Store,MTN: MTN Play,MTN: MTN Play,Ease of payment,,,,
60672145,,,No,,MTN: MTN Play,MTN: MTN Play,,,,,
60672419,MTN,MTN,No,,Microsoft: Windows App Store,Microsoft: Windows App Store,,Ease of payment,,,
60672648,MTN,MTN,Yes,Blackberry: Blackberry World,Don’t know / unsure,,,Easy to download,,,
60673485,MTN,MTN,Yes,"Google: Google Play Store,MTN: MTN Play,",Airtel Live,Airtel Live,,Best value,,,
60673752,,,No,,Don’t know / unsure,,,,,,
60673753,,,,,,,,,,,
60673754,,,,,,,,,,,
60673755,,,,,,,,,,,
60673756,,,,,,,,,,,
60673757,MTN,MTN,Yes,Google: Google Play Store,Don’t know / unsure,,,Ease of payment,,,
60674157,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Ease of use,,,,
60674429,,,,,,,,,,,
60675487,,,,,,,,,,,
60675558,,,,,,,,,,,
60676957,"Airtel,MTN,",MTN,Yes,"Google: Google Play Store,Airtel Live,MTN: MTN Play",Zamtel Games Club,Zamtel Games Club,Best content,Widest range of content,,,
60677625,,,,,,,,,,,
60677626,MTN,MTN,No,,"Google: Google Play Store,Blackberry: Blackberry World,MTN: MTN Play",Google: Google Play Store,,Best content,,,
60677627,,,,,,,,,,,
60677628,,,,,,,,,,,
60677629,,,,,,,,,,,
60677630,,,,,,,,,,,
60677631,,,,,,,,,,,
60677659,,,,,,,,,,,
60677790,,,,,,,,,,,
60677791,,,,,,,,,,,
60677792,,,,,,,,,,,
60677793,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Best value,,,
60677794,,,,,,,,,,,
60677795,"Airtel,MTN,",MTN,Yes,Google: Google Play Store,Blackberry: Blackberry World,Blackberry: Blackberry World,Best value,Best value,,,
60677796,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Best for my device,,,
60677797,,,,,,,,,,,
60677798,,,,,,,,,,,
60678724,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Best content,,,
60678808,,,,,,,,,,,
60678809,"Airtel,MTN,",Airtel,No,,Google: Google Play Store,Google: Google Play Store,Otherplease specify,Best content,,,
60678810,"Airtel,MTN,Zamtel",MTN,No,,Don’t know / unsure,,Ease of payment,Best for my device,,Otherplease specify,
60678811,"MTN,Otherplease specify,",{0},No,,Don’t know / unsure,,,Best for my device,,,Best for my device
60678812,,,,,,,,,,,
60678813,,,,,,,,,,,
60678814,,,,,,,,,,,
60679397,"MTN,Zamtel,",MTN,Yes,"Google: Google Play Store,MTN: MTN Play,Zamtel Games Club","Amazon: Amazon AppStore,Airtel Live,",Airtel Live,,Widest range of content,,Best content,
60679465,,,,,,,,,,,
60679466,,,,,,,,,,,
60679467,"MTN,Zamtel,",Zamtel,Yes,"Google: Google Play Store,MTN: MTN Play,",eBay,{0},,Ease of use,,Best value,
60680735,,,,,,,,,,,
60680736,,,,,,,,,,,
60681500,,,,,,,,,,,
60681501,,,,,,,,,,,
60681502,,,,,,,,,,,
60681503,,,,,,,,,,,
60681504,,,,,,,,,,,
60683147,"Airtel,MTN,",MTN,Yes,"Airtel Live,MTN: MTN Play,",Zamtel Games Club,Zamtel Games Club,Best value,Widest range of content,,,
60683877,,,,,,,,,,,
60683880,,,No,,eBay,eBay,,,,,
60683881,,,,,,,,,,,
60683882,,,,,,,,,,,
60683883,Airtel,Airtel,Yes,Amazon: Amazon AppStore,Microsoft: Windows App Store,Microsoft: Windows App Store,Otherplease specify,,,,
60683884,MTN,MTN,No,,eBay,eBay,,Otherplease specify,,,
60685300,,,,,,,,,,,
60685301,Airtel,Airtel,Yes,Google: Google Play Store,Airtel Live,Airtel Live,Best content,,,,
60685302,Airtel,Airtel,Yes,Google: Google Play Store,Airtel Live,Airtel Live,Best content,,,,
60685303,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best content,,,,
60685304,,,,,,,,,,,
60685305,,,,,,,,,,,
60685306,,,,,,,,,,,
60685307,,,,,,,,,,,
60685545,,,,,,,,,,,
60685719,Airtel,Airtel,Yes,Google: Google Play Store,eBay,eBay,Easy to download,,,,
60685720,MTN,MTN,Yes,Google: Google Play Store,Amazon: Amazon AppStore,Amazon: Amazon AppStore,,Best value,,,
60685721,,,,,,,,,,,
60685722,,,,,,,,,,,
60685770,Zamtel,Zamtel,Yes,Other,Google: Google Play Store,Google: Google Play Store,,,,Best for my device,
60685771,Airtel,Airtel,Yes,Google: Google Play Store,eBay,eBay,Easy to download,,,,
60685772,,,,,,,,,,,
60687020,Airtel,Airtel,Yes,"Google: Google Play Store,Airtel Live,",MTN: MTN Play,MTN: MTN Play,Widest range of content,,,,
60688035,"MTN,Zamtel,",Zamtel,No,,"Google: Google Play Store,Microsoft: Windows App Store,MTN: MTN Play,Zamtel Games Club,",Zamtel Games Club,,Best content,,Ease of payment,
60688036,MTN,MTN,No,,Don’t know / unsure,,,Best value,,,
60688037,MTN,MTN,No,,"Google: Google Play Store,Microsoft: Windows App Store,Zamtel Games Club",Zamtel Games Club,,Best for my device,,,
60688038,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Ease of payment,,,
60688039,,,,,,,,,,,
60688040,,,,,,,,,,,
60688170,,,,,,,,,,,
60688783,,,,,,,,,,,
60688784,,,,,,,,,,,
60688785,,,,,,,,,,,
60688786,,,,,,,,,,,
60688787,,,,,,,,,,,
60688913,,,,,,,,,,,
60688914,,,,,,,,,,,
60689747,Airtel,Airtel,Yes,Apple: iOS App Store / iTunes Store,Google: Google Play Store,Google: Google Play Store,Best value,,,,
60689748,Airtel,Airtel,No,,Don’t know / unsure,,Best value,,,,
60689990,MTN,MTN,Yes,Google: Google Play Store,{0},{0},,Best value,,,
60689991,Airtel,Airtel,Yes,Google: Google Play Store,Don’t know / unsure,,Ease of payment,,,,
60689992,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best content,,,,
60689993,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best for my device,,,,
60689994,Airtel,Airtel,Yes,Google: Google Play Store,Don’t know / unsure,,Best for my device,,,,
60689995,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Widest range of content,,,,
60690699,,,No,,Google: Google Play Store,Google: Google Play Store,,,,,
60700170,Airtel,Airtel,No,,"Google: Google Play Store,Airtel Live,",Airtel Live,Ease of payment,,,,
60701172,,,,,,,,,,,
60701173,,,,,,,,,,,
60701174,,,,,,,,,,,
60701698,,,,,,,,,,,
60703098,MTN,MTN,No,,Don’t know / unsure,,,Easy to download,,,
60704336,MTN,MTN,Yes,Don’t know / unsure,Blackberry: Blackberry World,Blackberry: Blackberry World,,Easy to download,,,
60704660,"Airtel,MTN,",MTN,No,,Google: Google Play Store,Google: Google Play Store,Ease of use,Ease of payment,,,
60704849,,,,,,,,,,,
60704850,,,,,,,,,,,
60704851,,,,,,,,,,,
60704852,Zamtel,Zamtel,Yes,Google: Google Play Store,Don’t know / unsure,,,,,Ease of payment,
60704853,,,,,,,,,,,
60705089,,,,,,,,,,,
60705414,,,,,,,,,,,
60705591,MTN,MTN,Yes,Don’t know / unsure,Blackberry: Blackberry World,Blackberry: Blackberry World,,Easy to download,,,
60706070,MTN,MTN,No,,MTN: MTN Play,MTN: MTN Play,,Widest range of content,,,
60706523,"Airtel,MTN,",MTN,No,,Google: Google Play Store,Google: Google Play Store,Best for my device,Best value,,,
60706990,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best for my device,,,,
60706991,Airtel,Airtel,Yes,Google: Google Play Store,Don’t know / unsure,,Ease of use,,,,
60707103,,,,,,,,,,,
60707458,,,,,,,,,,,
60707797,,,,,,,,,,,
60707843,MTN,MTN,Yes,Google: Google Play Store,Amazon: Amazon AppStore,Amazon: Amazon AppStore,,Best value,,,
60707844,MTN,MTN,Yes,Google: Google Play Store,Microsoft: Windows App Store,Microsoft: Windows App Store,,Best value,,,
60707845,MTN,MTN,Yes,Google: Google Play Store,Amazon: Amazon AppStore,Amazon: Amazon AppStore,,Best value,,,
60708279,,,,,,,,,,,
60708284,,,,,,,,,,,
60708515,,,,,,,,,,,
60708516,Zamtel,Zamtel,No,,"Google: Google Play Store,Zamtel Games Club,",Google: Google Play Store,,,,Best value,
60708517,,,,,,,,,,,
60708518,,,,,,,,,,,
60709320,,,No,,"Google: Google Play Store,Airtel Live,",Google: Google Play Store,,,,,
60709856,"MTN,Zamtel,",Zamtel,Yes,"Google: Google Play Store,Apple: iOS App Store / iTunes Store,eBay",Blackberry: Blackberry World,Blackberry: Blackberry World,,Best value,,Ease of payment,
60709863,,,,,,,,,,,
60710335,,,,,,,,,,,
60710946,,,,,,,,,,,
60711133,MTN,MTN,Yes,Don’t know / unsure,Google: Google Play Store,Google: Google Play Store,,Best for my device,,,
60711134,,,,,,,,,,,
60711135,MTN,MTN,Yes,Google: Google Play Store,Don’t know / unsure,,,Ease of use,,,
60711381,,,,,,,,,,,
60711387,,,No,,"Google: Google Play Store,MTN: MTN Play,",Google: Google Play Store,,,,,
60711777,,,,,,,,,,,
60711778,,,,,,,,,,,
60711779,,,,,,,,,,,
60711780,,,,,,,,,,,
60711781,,,,,,,,,,,
60711782,,,,,,,,,,,
60711783,,,,,,,,,,,
60712007,"Airtel,MTN,",MTN,Yes,"Blackberry: Blackberry World,Amazon: Amazon AppStore,","Google: Google Play Store,MTN: MTN Play,",Google: Google Play Store,Ease of use,Ease of use,,,
60712336,,,No,,Don’t know / unsure,,,,,,
60712972,,,,,,,,,,,
60712973,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Widest range of content,,,
60712974,,,,,,,,,,,
60712975,,,,,,,,,,,
60712976,,,,,,,,,,,
60712977,,,,,,,,,,,
60712978,,,,,,,,,,,
60712979,,,Yes,"Google: Google Play Store,MTN: MTN Play,",Airtel Live,Airtel Live,,,,,
60712980,,,,,,,,,,,
60713030,Airtel,Airtel,Unsure / Don’t know,,Google: Google Play Store,Google: Google Play Store,Ease of payment,,,,
60713031,MTN,MTN,No,,Don’t know / unsure,,,Otherplease specify,,,
60713032,MTN,MTN,Yes,Google: Google Play Store,eBay,eBay,,Ease of use,,,
60713033,MTN,MTN,No,,{0},{0},,Widest range of content,,,
60713034,MTN,MTN,Yes,Google: Google Play Store,Don’t know / unsure,,,Otherplease specify,,,
60713268,"Airtel,MTN,",Airtel,No,,"Google: Google Play Store,Apple: iOS App Store / iTunes Store,",Google: Google Play Store,Best content,Best value,,,
60713269,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Ease of payment,,,,
60713270,,,,,,,,,,,
60713271,"MTN,Zamtel,",MTN,No,,Don’t know / unsure,,,Best value,,Otherplease specify,
60713272,,,No,,Don’t know / unsure,,,,,,
60713273,,,No,,Don’t know / unsure,,,,,,
60713274,"Airtel,MTN,",MTN,No,,Don’t know / unsure,,Ease of payment,Best content,,,
60713275,"Airtel,MTN,",Airtel,No,,Don’t know / unsure,,Ease of payment,Ease of use,,,
60713276,,,,,,,,,,,
60713726,MTN,MTN,No,,"Google: Google Play Store,Amazon: Amazon AppStore,",Google: Google Play Store,,Ease of use,,,
60713732,MTN,MTN,No,,Amazon: Amazon AppStore,Amazon: Amazon AppStore,,Best value,,,
60713733,,,,,,,,,,,
60713734,Airtel,Airtel,No,,Don’t know / unsure,,Best value,,,,
60713735,Airtel,Airtel,No,,Amazon: Amazon AppStore,Amazon: Amazon AppStore,Best content,,,,
60713895,,,Yes,Google: Google Play Store,eBay,eBay,,,,,
60713934,MTN,MTN,No,,"Google: Google Play Store,Apple: iOS App Store / iTunes Store,Blackberry: Blackberry World,Amazon: Amazon AppStore,Microsoft: Windows App Store,MTN: MTN Play,",MTN: MTN Play,,Easy to download,,,
60714232,,,,,,,,,,,
60715045,MTN,MTN,Yes,Google: Google Play Store,Don’t know / unsure,,,Ease of use,,,
60715414,,,,,,,,,,,
60716559,"Airtel,MTN,",MTN,No,,Google: Google Play Store,Google: Google Play Store,Best value,Ease of use,,,
60716616,,,No,,Zamtel Games Club,Zamtel Games Club,,,,,
60717354,"MTN,Zamtel,",Zamtel,Yes,Google: Google Play Store,Don’t know / unsure,,,Best value,,Ease of payment,
60719856,,,,,,,,,,,
60719857,MTN,MTN,No,,Don’t know / unsure,,,Best value,,,
60719858,,,,,,,,,,,
60719859,,,,,,,,,,,
60719860,,,,,,,,,,,
60719861,,,,,,,,,,,
60719862,,,No,,Don’t know / unsure,,,,,,
60719863,,,,,,,,,,,
60719864,,,,,,,,,,,
60719884,Zamtel,Zamtel,Yes,eBay,Google: Google Play Store,{0},,,,Otherplease specify,
60719885,,,,,,,,,,,
60719886,Airtel,Airtel,No,,eBay,eBay,Otherplease specify,,,,
60719887,"Airtel,MTN,",Airtel,No,,eBay,eBay,Easy to download,Ease of use,,,
60720613,,,,,,,,,,,
60720614,,,,,,,,,,,
60720615,,,,,,,,,,,
60720616,MTN,MTN,No,,Don’t know / unsure,,,Best value,,,
60720617,,,,,,,,,,,
60720618,,,,,,,,,,,
60720619,MTN,MTN,No,,Don’t know / unsure,,,Best value,,,
60720620,MTN,MTN,No,,Don’t know / unsure,,,Best value,,,
60720621,MTN,MTN,No,,Don’t know / unsure,,,Best value,,,
60722383,,,,,,,,,,,
60722384,,,,,,,,,,,
60722385,,,,,,,,,,,
60722386,,,,,,,,,,,
60722387,,,,,,,,,,,
