,Discovery Family  Saturday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Discovery Family  Saturday
73,16:45  -  16:59,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
74,16:15  -  16:29,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
75,14:15  -  14:29,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
76,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
77,17:30  -  17:44,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
78,6:15  -  6:29,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
79,6:30  -  6:44,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
80,15:30  -  15:44,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
81,8:45  -  8:59,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
82,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
83,8:30  -  8:44,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
84,17:45  -  17:59,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
85,9:15  -  9:29,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
86,18:00  -  18:14,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
87,9:00  -  9:14                                  8:30  -  8:44,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
88,8:15  -  8:29,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
89,18:30  -  18:44,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
90,14:30  -  14:44,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
91,16:30  -  16:44,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
92,15:15  -  15:29,134844223,Luapula,Mansa,Urban,Female,2,,DE,Secondary,Christian,Not employed,,No Income,,15 – 18,"                                                                      6:15  -  6:29,6:45  -  6:59                                                                                                                                                                                                                                                                                       14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:30  -  15:44,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                                                                                                                                                                                                                                                                                                                                                                                                    6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59               8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14                                  8:30  -  8:44,9:15  -  9:29                                                                                                                                                                                                                            "
